text,type,start,end,method,article_url,article_domain,context
Arbeitsmarkt Luxemburg,PERSON,15,37,simple,https://www.tageblatt.lu/headlines/luxemburg-verzeichnet-im-maerz-weniger-stellen-und-mehr-arbeitslose-als-im-vorjahr/,tageblatt.lu,[UNTRANSLATED] Arbeitsmarkt Luxemburg verzeichnet im März weniger Stellen und mehr Arbeitslose als im Vorjahr
Trumps Zollpolitik,PERSON,78,96,simple,https://www.finanzen.net/nachricht/aktien/us-notenbanker-befuerchten-anstieg-der-arbeitslosigkeit-wegen-trumps-zollpolitik-14420574,finanzen.net,[UNTRANSLATED] US - Notenbanker befürchten Anstieg der Arbeitslosigkeit wegen Trumps Zollpolitik
France,LOCATION,53,59,simple,https://www.ottopagine.it/av/daicomuni/388879/felice-lanza-le-mie-lettere-a-papa-francesco-e-quel-desiderio-di-abbracciarlo.shtml,ottopagine.it,[UNTRANSLATED] Felice Lanza :  Le mie lettere a Papa Francesco e quel desiderio di abbracciarlo  
Felice Lanza,PERSON,15,27,simple,https://www.ottopagine.it/av/daicomuni/388879/felice-lanza-le-mie-lettere-a-papa-francesco-e-quel-desiderio-di-abbracciarlo.shtml,ottopagine.it,[UNTRANSLATED] Felice Lanza :  Le mie lettere a Papa Francesco e quel desiderio di abbracciarlo  
Papa Francesco,PERSON,48,62,simple,https://www.ottopagine.it/av/daicomuni/388879/felice-lanza-le-mie-lettere-a-papa-francesco-e-quel-desiderio-di-abbracciarlo.shtml,ottopagine.it,[UNTRANSLATED] Felice Lanza :  Le mie lettere a Papa Francesco e quel desiderio di abbracciarlo  
Dia Nacional,PERSON,15,27,simple,https://g1.globo.com/economia/noticia/2025/04/27/dia-nacional-da-trabalhadora-domestica-informalidade-e-precarizacao-sao-desafios-da-categoria.ghtml,g1.globo.com,[UNTRANSLATED] Dia Nacional da Trabalhadora Doméstica : informalidade e precarizao são desafios da categoria
Livre Critica,PERSON,15,28,simple,https://www.dn.pt/pol%C3%ADtica/livre-afirma-que-subs%C3%ADdio-para-v%C3%ADtimas-de-viol%C3%AAncia-dom%C3%A9stica-%C3%A9-muito-baixo,dn.pt,[UNTRANSLATED] Livre Critica Subsídio : Apoio a Vítimas de Violência Doméstica é Insuficiente
Grand Rapids,PERSON,38,50,simple,https://www.yahoo.com/news/demonstrators-march-grand-rapids-eve-215905183.html,yahoo.com,[UNTRANSLATED] Demonstrators march in Grand Rapids on eve of murder trial
Chief Justice Torkornoo,PERSON,64,87,simple,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/GBA-passes-resolution-to-demand-reinstatement-of-Chief-Justice-Torkornoo-Report-1981550,ghanaweb.com,[UNTRANSLATED] GBA passes resolution to demand reinstatement of Chief Justice Torkornoo
Supreme Court,ORGANIZATION,56,69,simple,https://www.myjoyonline.com/can-cj-torkornoo-remain-a-justice-of-the-supreme-court-if-she-is-removed-from-office/,myjoyonline.com,[UNTRANSLATED] Can CJ Torkornoo remain a Justice of the Supreme Court if she is removed from office ? 
Supreme Court,LOCATION,56,69,simple,https://www.myjoyonline.com/can-cj-torkornoo-remain-a-justice-of-the-supreme-court-if-she-is-removed-from-office/,myjoyonline.com,[UNTRANSLATED] Can CJ Torkornoo remain a Justice of the Supreme Court if she is removed from office ? 
The Chief Justice,PERSON,15,32,simple,https://www.ghanaweb.com/GhanaHomePage/politics/The-Chief-Justice-position-requires-someone-with-strong-moral-integrity-Legal-practitioner-1981351,ghanaweb.com,[UNTRANSLATED] The Chief Justice position requires someone with strong moral integrity
Justice Asante,PERSON,90,104,simple,https://www.myjoyonline.com/ecowas-court-requires-proof-of-human-rights-violations-for-admissibility-justice-asante/,myjoyonline.com,[UNTRANSLATED] ECOWAS Court requires proof of human rights violations for admissibility - Justice Asante
Sentencing Council,ORGANIZATION,75,93,simple,https://www.theguardian.com/law/2025/apr/27/shabana-mahmood-warned-risk-pregnant-women-halting-sentencing-council-guidelines,theguardian.com,[UNTRANSLATED] Shabana Mahmood warned of risk to pregnant women in halting Sentencing Council guidelines
Shabana Mahmood,PERSON,15,30,simple,https://www.theguardian.com/law/2025/apr/27/shabana-mahmood-warned-risk-pregnant-women-halting-sentencing-council-guidelines,theguardian.com,[UNTRANSLATED] Shabana Mahmood warned of risk to pregnant women in halting Sentencing Council guidelines
President Mahama,PERSON,26,42,simple,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/BREAKING-President-Mahama-suspends-Chief-Justice-Gertrude-Torkornoo-1980876,ghanaweb.com,[UNTRANSLATED] BREAKING : President Mahama suspends Chief Justice Gertrude Torkornoo
Chief Justice Gertrude,PERSON,52,74,simple,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/BREAKING-President-Mahama-suspends-Chief-Justice-Gertrude-Torkornoo-1980876,ghanaweb.com,[UNTRANSLATED] BREAKING : President Mahama suspends Chief Justice Gertrude Torkornoo
President Mahama,PERSON,15,31,simple,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/President-Mahama-suspends-Chief-Justice-Gertrude-Torkornoo-1980876,ghanaweb.com,[UNTRANSLATED] President Mahama suspends Chief Justice Gertrude Torkornoo
Chief Justice Gertrude,PERSON,41,63,simple,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/President-Mahama-suspends-Chief-Justice-Gertrude-Torkornoo-1980876,ghanaweb.com,[UNTRANSLATED] President Mahama suspends Chief Justice Gertrude Torkornoo
Pakistan,LOCATION,81,89,simple,https://www.dawn.com/news/1906065/ihcs-justice-minhas-reaffirms-cjs-authority-over-case-assignments,dawn.com,[UNTRANSLATED] IHC Justice Minhas reaffirms CJ authority over case assignments - Pakistan
