text,type,start,end,method,article_url,article_domain,context
Ukraine,LOCATION,36,43,simple,http://www.tz.de/politik/putins-waffenruhe-im-ukraine-krieg-so-offensichtlich-experte-wittert-kalkuel-zr-93691851.html,tz.de,[UNTRANSLATED] Putins Waffenruhe im Ukraine - Krieg : „ So offensichtlich  – Experte wittert Kalkül
Putins Waffenruhe,PERSON,15,32,simple,http://www.tz.de/politik/putins-waffenruhe-im-ukraine-krieg-so-offensichtlich-experte-wittert-kalkuel-zr-93691851.html,tz.de,[UNTRANSLATED] Putins Waffenruhe im Ukraine - Krieg : „ So offensichtlich  – Experte wittert Kalkül
Ukraine,LOCATION,36,43,simple,http://www.tz.de/politik/putins-waffenruhe-im-ukraine-krieg-an-ostern-experte-wittert-kalkuel-zr-93691851.html,tz.de,[UNTRANSLATED] Putins Waffenruhe im Ukraine - Krieg an Ostern : Experte wittert Kalkül
Putins Waffenruhe,PERSON,15,32,simple,http://www.tz.de/politik/putins-waffenruhe-im-ukraine-krieg-an-ostern-experte-wittert-kalkuel-zr-93691851.html,tz.de,[UNTRANSLATED] Putins Waffenruhe im Ukraine - Krieg an Ostern : Experte wittert Kalkül
Ukraine,LOCATION,28,35,simple,https://www.volksstimme.de/deutschland-und-welt/politik/selenskyj-sind-weiter-zu-waffenruhe-bereit-4037053,volksstimme.de,[UNTRANSLATED] Krieg in der Ukraine : Selenskyj : Sind weiter zu Waffenruhe bereit
Ukraine,LOCATION,36,43,simple,http://www.hna.de/politik/putins-waffenruhe-im-ukraine-krieg-an-ostern-experte-wittert-kalkuel-zr-93691851.html,hna.de,[UNTRANSLATED] Putins Waffenruhe im Ukraine - Krieg an Ostern : Experte wittert Kalkül
Putins Waffenruhe,PERSON,15,32,simple,http://www.hna.de/politik/putins-waffenruhe-im-ukraine-krieg-an-ostern-experte-wittert-kalkuel-zr-93691851.html,hna.de,[UNTRANSLATED] Putins Waffenruhe im Ukraine - Krieg an Ostern : Experte wittert Kalkül
William Bonner,PERSON,15,29,simple,https://www.uol.com.br/splash/noticias/2025/04/26/william-bonner.htm,uol.com.br,[UNTRANSLATED] William Bonner : o que apresentador do JN falou de aposentadoria ? 
William Bonner,PERSON,15,29,simple,https://natelinha.uol.com.br/televisao/2025/04/26/william-bonner-revela-planos-de-aposentadoria-preciso-de-tempo-225293.php,natelinha.uol.com.br,[UNTRANSLATED] William Bonner revela planos de aposentadoria :  Preciso de tempo  
Why Liverpudlians,PERSON,15,32,simple,https://www.liverpoolecho.co.uk/special-features/liverpudlians-salary-shy-even-partners-31444220,liverpoolecho.co.uk,[UNTRANSLATED] Why Liverpudlians are so  salary shy  - even with their partners
