text,type,start,end,method,article_url,article_domain,context
Kim Virginia Hartung,PERSON,15,35,simple,https://www.ok-magazin.de/people/kim-virginia-hartung-hilferuf-nach-streit-nikola-glumac-spurlos-australien-verschwunden-107604.html,ok-magazin.de,[UNTRANSLATED] Kim Virginia Hartung : Hilferuf nach Streit - Nikola Glumac spurlos in Australien verschwunden
Nikola Glumac,PERSON,61,74,simple,https://www.ok-magazin.de/people/kim-virginia-hartung-hilferuf-nach-streit-nikola-glumac-spurlos-australien-verschwunden-107604.html,ok-magazin.de,[UNTRANSLATED] Kim Virginia Hartung : Hilferuf nach Streit - Nikola Glumac spurlos in Australien verschwunden
Vermisster Hund,PERSON,15,30,simple,https://www.rtl.de/news/vermisster-hund-ist-nach-529-tagen-wieder-da-legte-dackel-valerie-5-000-kilometer-zurueck-id4320272.html,rtl.de,[UNTRANSLATED] Vermisster Hund ist nach 529 Tagen wieder da - Legte Dackel Valerie 5 . 000 Kilometer zurück ? 
Legte Dackel Valerie,PERSON,62,82,simple,https://www.rtl.de/news/vermisster-hund-ist-nach-529-tagen-wieder-da-legte-dackel-valerie-5-000-kilometer-zurueck-id4320272.html,rtl.de,[UNTRANSLATED] Vermisster Hund ist nach 529 Tagen wieder da - Legte Dackel Valerie 5 . 000 Kilometer zurück ? 
Caroline Steffen,PERSON,15,31,simple,https://www.srf.ch/audio/die-fuenfte-schweiz/caroline-steffen-murray-lebt-ihren-traum-in-australien,srf.ch,[UNTRANSLATED] Caroline Steffen - Murray lebt ihren Traum in Australien
Sieben Ertrunkene,PERSON,31,48,simple,https://www.vol.at/bittere-osterbilanz-sieben-menschen-in-australien-ertrunken/9350627,vol.at,[UNTRANSLATED] Ostertragödie : Sieben Ertrunkene in Australien
NBC,ORGANIZATION,15,18,simple,https://aif.ru/incidents/nbc-obvinyavshuyu-princa-endryu-v-nasilii-pravozashchitnicu-dzhuffre-nashli-mertvoy,aif.ru,[UNTRANSLATED] NBC : обвинявшую принца Эндрю в насилии правозащитницу Джуффре нашли мертвой
Australia,LOCATION,15,24,simple,https://askanews.it/2025/04/23/australia-da-roma-a-melbourne-litaliano-torna-in-cattedra-2/,askanews.it,"[UNTRANSLATED] Australia , da Roma a Melbourne litaliano torna in cattedra"
Melbourne,LOCATION,37,46,simple,https://askanews.it/2025/04/23/australia-da-roma-a-melbourne-litaliano-torna-in-cattedra-2/,askanews.it,"[UNTRANSLATED] Australia , da Roma a Melbourne litaliano torna in cattedra"
Australia,LOCATION,56,65,simple,https://www.oggitreviso.it/virginia-giuffre-trovata-senza-vita-australia-l%E2%80%99accusatrice-di-epstein-au23899-354070,oggitreviso.it,"[UNTRANSLATED] Virginia Giuffre , trovata senza vita in Australia laccusatrice di Epstein | Oggi Treviso | News | Il quotidiano con le notizie di Treviso e Provincia : Oggitreviso"
Virginia Giuffre,PERSON,15,31,simple,https://www.oggitreviso.it/virginia-giuffre-trovata-senza-vita-australia-l%E2%80%99accusatrice-di-epstein-au23899-354070,oggitreviso.it,"[UNTRANSLATED] Virginia Giuffre , trovata senza vita in Australia laccusatrice di Epstein | Oggi Treviso | News | Il quotidiano con le notizie di Treviso e Provincia : Oggitreviso"
Oggi Treviso,PERSON,92,104,simple,https://www.oggitreviso.it/virginia-giuffre-trovata-senza-vita-australia-l%E2%80%99accusatrice-di-epstein-au23899-354070,oggitreviso.it,"[UNTRANSLATED] Virginia Giuffre , trovata senza vita in Australia laccusatrice di Epstein | Oggi Treviso | News | Il quotidiano con le notizie di Treviso e Provincia : Oggitreviso"
Australia,LOCATION,56,65,simple,https://oggitreviso.it/virginia-giuffre-trovata-senza-vita-australia-l%E2%80%99accusatrice-di-epstein-au23899-354070,oggitreviso.it,"[UNTRANSLATED] Virginia Giuffre , trovata senza vita in Australia laccusatrice di Epstein | Oggi Treviso | News | Il quotidiano con le notizie di Treviso e Provincia : Oggitreviso"
Virginia Giuffre,PERSON,15,31,simple,https://oggitreviso.it/virginia-giuffre-trovata-senza-vita-australia-l%E2%80%99accusatrice-di-epstein-au23899-354070,oggitreviso.it,"[UNTRANSLATED] Virginia Giuffre , trovata senza vita in Australia laccusatrice di Epstein | Oggi Treviso | News | Il quotidiano con le notizie di Treviso e Provincia : Oggitreviso"
Oggi Treviso,PERSON,92,104,simple,https://oggitreviso.it/virginia-giuffre-trovata-senza-vita-australia-l%E2%80%99accusatrice-di-epstein-au23899-354070,oggitreviso.it,"[UNTRANSLATED] Virginia Giuffre , trovata senza vita in Australia laccusatrice di Epstein | Oggi Treviso | News | Il quotidiano con le notizie di Treviso e Provincia : Oggitreviso"
Australia,LOCATION,34,43,simple,https://www.meteogiornale.it/2025/04/magazine/emergenza-koala-in-australia-abbattimenti-e-crisi-ambientale/,meteogiornale.it,[UNTRANSLATED] Emergenza koala in Australia : abbattimenti e crisi ambientale
Principe Andrea,PERSON,46,61,simple,https://www.agi.it/estero/news/2025-04-26/muore-suicida-accusatrice-principe-andrea-virginia-giuffre-31104863/,agi.it,[UNTRANSLATED] Muore suicida laccusatrice del Principe Andrea nel caso Epstein
Australia,LOCATION,44,53,simple,https://www.quotidiano.net/esteri/australia-strage-elefanti-marini-cmp37nxt,quotidiano.net,[UNTRANSLATED] Strage di elefanti marini in Australia : colpiti da unepidemia di aviaria
Jeffrey Epstein,PERSON,60,75,simple,https://oglobo.globo.com/mundo/noticia/2025/04/26/morre-vitima-de-abusos-sexuais-que-denunciou-jeffrey-epstein-e-o-principe-britanico-andrew.ghtml,oglobo.globo.com,[UNTRANSLATED] Morre vítima de abusos sexuais que denunciou Jeffrey Epstein e o príncipe britânico Andrew
Virginia Giuffre,PERSON,24,40,simple,https://www.acidadeon.com/tudoep/tudo-cult/viu-essa/quem-era-virginia-giuffre/,acidadeon.com,[UNTRANSLATED] Quem era Virginia Giuffre ? 
