text,type,start,end,method,article_url,article_domain,context
ASEAN,ORGANIZATION,15,20,simple,https://www.kyodo.co.jp/pr/2025-04-21_3933007/,kyodo.co.jp,[UNTRANSLATED] ASEAN+3 、 前例のない貿易ショックの中でレジリエンスを発揮
France,LOCATION,29,35,simple,https://www.meteoweb.eu/2025/04/funerali-papa-francesco-intensificata-sorveglianza-rete-stradale-autostradale/1001782344/,meteoweb.eu,"[UNTRANSLATED] Funerali Papa Francesco , Anas : intensificata la sorveglianza sulla rete stradale e autostradale"
Funerali Papa Francesco,PERSON,15,38,simple,https://www.meteoweb.eu/2025/04/funerali-papa-francesco-intensificata-sorveglianza-rete-stradale-autostradale/1001782344/,meteoweb.eu,"[UNTRANSLATED] Funerali Papa Francesco , Anas : intensificata la sorveglianza sulla rete stradale e autostradale"
Vatican,LOCATION,115,122,simple,https://www.leggo.it/schede/conclave_regole_cardinali_vietato_leggere_parlare_scomunicato_jammer_oggi_23_4_2025-8795002.html,leggo.it,"[UNTRANSLATED] Conclave , le regole per i cardinali : vietato leggere e guardare tv , chi parla è scomunicato . Il Vaticano schermato con i jammer"
Il Vaticano,PERSON,112,123,simple,https://www.leggo.it/schede/conclave_regole_cardinali_vietato_leggere_parlare_scomunicato_jammer_oggi_23_4_2025-8795002.html,leggo.it,"[UNTRANSLATED] Conclave , le regole per i cardinali : vietato leggere e guardare tv , chi parla è scomunicato . Il Vaticano schermato con i jammer"
Leonardo,ORGANIZATION,71,79,simple,https://www.salernonotizie.it/2025/04/27/salerno-nel-mirino-dei-ladri-lautolavaggio-di-via-san-leonardo/,salernonotizie.it,[UNTRANSLATED] Salerno : nel mirino dei ladri lautolavaggio di via San Leonardo
San Leonardo,PERSON,67,79,simple,https://www.salernonotizie.it/2025/04/27/salerno-nel-mirino-dei-ladri-lautolavaggio-di-via-san-leonardo/,salernonotizie.it,[UNTRANSLATED] Salerno : nel mirino dei ladri lautolavaggio di via San Leonardo
Mato Grosso,PERSON,91,102,simple,https://www.sonoticias.com.br/policia/policia-civil-interdita-clinica-veterinaria-que-vendia-produtos-vencidos-em-mato-grosso/,sonoticias.com.br,[UNTRANSLATED] Polícia Civil interdita clínica veterinária que vendia produtos vencidos em Mato Grosso
Pakistan,LOCATION,15,23,simple,https://www.pakistantoday.com.pk/2025/04/26/pakistan-shuts-down-in-nationwide-strike-over-palestinian-solidarity/,pakistantoday.com.pk,[UNTRANSLATED] Pakistan shuts down in nationwide strike over Palestinian solidarity
Pakistan,LOCATION,15,23,simple,https://www.arabnews.com/node/2598527/pakistan,arabnews.com,[UNTRANSLATED] Pakistan commercial capital shuts down on religious party call for strike over Gaza
Scotland,LOCATION,53,61,simple,https://www.dailyrecord.co.uk/lifestyle/exact-dates-stagecoach-strike-scotland-35109598,dailyrecord.co.uk,[UNTRANSLATED] Exact dates Stagecoach will strike in Scotland as severe disruptions expected
Three French,PERSON,24,36,simple,https://www.thelocal.fr/20250415/explained-the-spring-rail-strikes-that-could-hit-train-services-in-france/,thelocal.fr,[UNTRANSLATED] Latest : Three French rail unions file strike notices for May
High Court,LOCATION,15,25,simple,https://bulawayo24.com/news/national/252123,bulawayo24.com,[UNTRANSLATED] High Court bars police from disrupting UZ lecturer strike
Patients Stranded As,PERSON,15,35,simple,https://leadership.ng/patients-stranded-as-nma-affiliates-begin-strike-in-akwa-ibom/,leadership.ng,[UNTRANSLATED] Patients Stranded As NMA Affiliates Begin Strike In Akwa Ibom
Affiliates Begin Strike,PERSON,40,63,simple,https://leadership.ng/patients-stranded-as-nma-affiliates-begin-strike-in-akwa-ibom/,leadership.ng,[UNTRANSLATED] Patients Stranded As NMA Affiliates Begin Strike In Akwa Ibom
In Akwa Ibom,PERSON,64,76,simple,https://leadership.ng/patients-stranded-as-nma-affiliates-begin-strike-in-akwa-ibom/,leadership.ng,[UNTRANSLATED] Patients Stranded As NMA Affiliates Begin Strike In Akwa Ibom
Le Strike Bowling,PERSON,15,32,simple,https://www.ladepeche.fr/2025/04/25/le-strike-bowling-de-pamiers-se-metamorphose-en-diner-retro-et-attire-une-nouvelle-clientele-12656250.php,ladepeche.fr,[UNTRANSLATED] Le Strike Bowling de Pamiers se métamorphose en diner rétro et attire une nouvelle clientèle
Madrid,LOCATION,48,54,simple,https://www.infolibre.es/politica/continua-huelga-basuras-madrid-larga-2013_1_1984827.html,infolibre.es,"[UNTRANSLATED] Continúa la huelga de basuras de Madrid , la más larga desde 2013"
Madrid,LOCATION,87,93,simple,https://www.larazon.es/madrid/todos-pendientes-preacuerdo-terminar-huelga-basuras-madrid_20250422680774da6108570001bf59af.html,larazon.es,[UNTRANSLATED] Todos pendientes de un preacuerdo para terminar la huelga de basuras en Madrid
Madrid,LOCATION,67,73,simple,https://www.eldiario.es/madrid/somos/sindicatos-empresas-recogida-basuras-madrid-alcanzan-preacuerdo-deberan-votar-manana-trabajadores-cinco-dias-huelga_1_12250945.html,eldiario.es,[UNTRANSLATED] Los sindicatos y empresas de recogida de basuras de Madrid alcanzan un preacuerdo tras seis días de huelga
Madrid,LOCATION,34,40,simple,https://www.ondacero.es/emisoras/comunidad-madrid/madrid/noticias/ayuntamiento-madrid-sanciona-empresas-basura-incumplir-servicios-minimos-huelga_20250425680b7b1ae52da91ed52dc053.html,ondacero.es,[UNTRANSLATED] El Ayuntamiento de Madrid sanciona a las empresas de basura por incumplir los servicios mínimos en la huelga
