text,type,start,end,method,article_url,article_domain,context
Zornedinger Autor,PERSON,15,32,simple,https://www.merkur.de/lokales/ebersberg/hallo-ebersberg/zornedinger-autor-und-politikwissenschaftler-dr-christian-gruenler-liest-aus-seinem-politthriller-der-aktueller-denn-je-ist-93698208.html,merkur.de,[UNTRANSLATED] Zornedinger Autor und Politikwissenschaftler Dr . Christian Gruenler liest aus seinem Politthriller – der aktueller denn je ist
Politikwissenschaftler Dr,PERSON,37,62,simple,https://www.merkur.de/lokales/ebersberg/hallo-ebersberg/zornedinger-autor-und-politikwissenschaftler-dr-christian-gruenler-liest-aus-seinem-politthriller-der-aktueller-denn-je-ist-93698208.html,merkur.de,[UNTRANSLATED] Zornedinger Autor und Politikwissenschaftler Dr . Christian Gruenler liest aus seinem Politthriller – der aktueller denn je ist
Christian Gruenler,PERSON,65,83,simple,https://www.merkur.de/lokales/ebersberg/hallo-ebersberg/zornedinger-autor-und-politikwissenschaftler-dr-christian-gruenler-liest-aus-seinem-politthriller-der-aktueller-denn-je-ist-93698208.html,merkur.de,[UNTRANSLATED] Zornedinger Autor und Politikwissenschaftler Dr . Christian Gruenler liest aus seinem Politthriller – der aktueller denn je ist
Viel Power,PERSON,15,25,simple,https://www.sueddeutsche.de/auto/viel-power-und-reichweite-neuer-brite-range-rover-faehrt-bald-rein-elektrisch-dpa.urn-newsml-dpa-com-20090101-250424-930-464914,sueddeutsche.de,[UNTRANSLATED] Viel Power und Reichweite - Neuer Brite : Range Rover fährt bald rein elektrisch - Auto & Mobil
Neuer Brite,PERSON,43,54,simple,https://www.sueddeutsche.de/auto/viel-power-und-reichweite-neuer-brite-range-rover-faehrt-bald-rein-elektrisch-dpa.urn-newsml-dpa-com-20090101-250424-930-464914,sueddeutsche.de,[UNTRANSLATED] Viel Power und Reichweite - Neuer Brite : Range Rover fährt bald rein elektrisch - Auto & Mobil
Range Rover,PERSON,57,68,simple,https://www.sueddeutsche.de/auto/viel-power-und-reichweite-neuer-brite-range-rover-faehrt-bald-rein-elektrisch-dpa.urn-newsml-dpa-com-20090101-250424-930-464914,sueddeutsche.de,[UNTRANSLATED] Viel Power und Reichweite - Neuer Brite : Range Rover fährt bald rein elektrisch - Auto & Mobil
Stati Uniti,PERSON,64,75,simple,https://it.euronews.com/my-europe/2025/04/27/groenlandia-il-premier-nielsen-afferma-che-gli-stati-uniti-non-sono-stati-rispettosi-nei-c,it.euronews.com,"[UNTRANSLATED] Groenlandia , il premier Nielsen afferma che gli Stati Uniti  non sono stati rispettosi  nei confronti dellisola"
Orlando,LOCATION,63,70,simple,https://turismo.uai.com.br/destinos/parque-e-restaurante-duas-estrelas-michelin-orlando-inovando/,turismo.uai.com.br,[UNTRANSLATED] Novo parque e restaurante 2 estrelas MICHELIN : Orlando se inova
Tara Polar Station,LOCATION,55,73,simple,https://redon.maville.com/actu/actudet_-en-images.-cinq-choses-a-decouvrir-sur-tara-polar-station-inauguree-a-lorient-avec-thomas-pesquet-_fil-6779194_actu.Htm,redon.maville.com,[UNTRANSLATED] EN IMAGES . Cinq choses à découvrir sur Tara Polar Station inaugurée à Lorient avec Thomas
Nueva York,PERSON,25,35,simple,https://www.lapatilla.com/2025/04/26/el-fin-de-nueva-york-ya-tiene-fecha-un-reloj-de-agua-corre-desde-la-antartida/,lapatilla.com,[UNTRANSLATED] El fin de Nueva York ya tiene fecha : Un reloj de agua corre desde la Antártida
Nueva York,PERSON,90,100,simple,https://www.elconfidencial.com/tecnologia/ciencia/2025-04-24/hielo-antartida-destruccion-nueva-york-1qrt_4115732/,elconfidencial.com,[UNTRANSLATED] Analizan el hielo de la Antártida y ponen fecha exacta a la destrucción de Nueva York
Earth Day,PERSON,17,26,simple,https://www.brigitte.de/aktuell/-earth-day---neue-doku-zeigt-pinguine-in-einem-neuen-licht-13978242.html,brigitte.de,[UNTRANSLATED]   Earth Day : Neue Doku zeigt Pinguine in einem neuen Licht
Neue Doku,PERSON,29,38,simple,https://www.brigitte.de/aktuell/-earth-day---neue-doku-zeigt-pinguine-in-einem-neuen-licht-13978242.html,brigitte.de,[UNTRANSLATED]   Earth Day : Neue Doku zeigt Pinguine in einem neuen Licht
Earth Day,PERSON,17,26,simple,https://www.gala.de/lifestyle/film-tv-musik/-earth-day---doku-zeigt-einzigartige-pinguin-aufnahmen-24354954.html,gala.de,[UNTRANSLATED]   Earth Day : Doku zeigt einzigartige Pinguin - Aufnahmen
Vom Feuerschiff,PERSON,38,53,simple,"https://www.nwzonline.de/emden/amateurfunk-in-emden-vom-feuerschiff-bis-zur-antarktis-und-ins-all_a_4,2,393179461.html",nwzonline.de,[UNTRANSLATED] Amateurfunk in Emden : Vom Feuerschiff bis zur Antarktis und ins All
Hitlers Leiche,PERSON,15,29,simple,http://www.merkur.de/politik/hitlers-leiche-ungewoehnliches-detail-in-sektionsprotokollen-zr-93693871.html,merkur.de,[UNTRANSLATED] Hitlers Leiche : Ungewöhnliches Detail in Sektionsprotokollen
Zu Hitlers Todestag,PERSON,15,34,simple,http://www.merkur.de/politik/zu-hitlers-todestag-widerlegt-experte-brisante-verschwoerungstheorie-ungewoehnliches-leichen-detail-zr-93693871.html,merkur.de,[UNTRANSLATED] Zu Hitlers Todestag widerlegt Experte brisante Verschwörungstheorie – Ungewöhnliches Leichen - Detail
In Antartide,PERSON,35,47,simple,https://www.rsi.ch/info/scienza-e-tecnologia/Marte-sulla-Terra-In-Antartide-a-80-gradi-sottozero--2774031.html,rsi.ch,[UNTRANSLATED] Marte sulla Terra ? In Antartide a 80 gradi sottozero
