url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description
https://www.dailynews.co.th/news/4560892/,,ศธ . ครบรอบ133ปี  เพิ่มพูน  พร้อมยกระดับการศึกษาไทยสู่เวทีโลก,20250401T061500Z,https://www.dailynews.co.th/wp-content/uploads/2025/04/538539.jpg,dailynews.co.th,Thai,Thailand,EDUCATION,Education-related themes
https://www.dailynews.co.th/news/4586486/,,กกต . รับรองผลเลือกตั้งให้  อรอุมา  สส . บึงกาฬ เขตเลือกตั้งที่ 2,20250408T113000Z,https://www.dailynews.co.th/wp-content/uploads/2025/01/FB_IMG_1735309263123.jpg,dailynews.co.th,Thai,Thailand,ELECTION,Election-related themes
