url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description
https://drimble.nl/regio/noord-brabant/helmond/101658847/kat-in-de-zak-of-financieel-wanbeleid-conflict-over-levensatelier-asten-voor-de-rechter.html,,"Kat in de zak , of financieel wanbeleid ? Conflict over Levensatelier Asten voor de rechter",20250423T170000Z,https://drimble.nl/images/anp/347519693.jpg,drimble.nl,Dutch,Netherlands,AFFECT,Emotional affect and sentiment
https://www.nrc.nl/nieuws/2025/04/25/fbi-arresteert-rechter-verdacht-van-belemmeren-arrestatie-van-illegale-immigrant-a4891192,,"FBI arresteert rechter , verdacht van belemmeren arrestatie van illegale immigrant",20250425T211500Z,https://images.nrc.nl/clOo0I65uRfA7ZipBpgW_8UWwP0=/1200x627/smart/filters:no_upscale()/s3/static.nrc.nl/wp-content/uploads/2025/04/25182805/web-2504BUI_MilwaukeeRechter01.jpg,nrc.nl,Dutch,Netherlands,ARREST,Arrests and detentions
