url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry,theme_id,theme_description
https://www.irozhlas.cz/zpravy-svet/ukoncit-mandat-sefa-sin-betu-je-chybne-netanjahu-je-podle-generalni-prokuratorky_2504042032_adn,,Netanjahu je podle generální prokurátorky ve střetu zájmů | iROZHLAS,20250404T220000Z,https://www.irozhlas.cz/sites/default/files/styles/zpravy_facebook/public/uploader/2025-04-02t080238z_9_250404-181554_adn.JPG,irozhlas.cz,Czech,Czech Republic,SECURITY_SERVICES,Security and law enforcement services
