text,type,start,end,method,article_url,article_domain,context
Veolia Environnement,PERSON,15,35,simple,https://www.boursier.com/actions/actualites/news/veolia-environnement-ag-en-vue-956374.html,boursier.com,[UNTRANSLATED] Veolia Environnement : AG en vue
Madrid,LOCATION,102,108,simple,http://www.elheraldo.hn/fotogalerias/deportes/pelea-jugador-ambiente-hostil-arrestados-previo-final-entre-barcelona-real-madrid-copa-rey-IA25524738,elheraldo.hn,"[UNTRANSLATED] Pelea con jugador , ambiente hostil y arrestados previo a final entre Barcelona y Real Madrid"
Barcelona,LOCATION,85,94,simple,http://www.elheraldo.hn/fotogalerias/deportes/pelea-jugador-ambiente-hostil-arrestados-previo-final-entre-barcelona-real-madrid-copa-rey-IA25524738,elheraldo.hn,"[UNTRANSLATED] Pelea con jugador , ambiente hostil y arrestados previo a final entre Barcelona y Real Madrid"
Real Madrid,PERSON,97,108,simple,http://www.elheraldo.hn/fotogalerias/deportes/pelea-jugador-ambiente-hostil-arrestados-previo-final-entre-barcelona-real-madrid-copa-rey-IA25524738,elheraldo.hn,"[UNTRANSLATED] Pelea con jugador , ambiente hostil y arrestados previo a final entre Barcelona y Real Madrid"
Amazon,ORGANIZATION,31,37,simple,https://www.20minutos.es/tecnologia/moviles-dispositivos/adios-android-amazon-sistema-operativo-vega-os-dispositivos-fire-tv-5702411/,20minutos.es,[UNTRANSLATED] Adiós Android : Amazon se despide de este sistema operativo en los dispositivos Fire TV
Es Pati,PERSON,15,22,simple,https://www.ultimahora.es/xaloc/gastronomia/2025/04/22/2354749/pati-montuiri-experiencia-gastronomica-entorno-natural.html,ultimahora.es,[UNTRANSLATED] Es Pati de Montuïri : una experiencia gastronómica en un entorno natural
Feng Shui,PERSON,108,117,simple,https://es.gizmodo.com/donde-colocar-la-corona-de-cristo-en-casa-para-atraer-armonia-y-evitar-conflictos-segun-el-feng-shui-2000162489,es.gizmodo.com,"[UNTRANSLATED] Dónde colocar la corona de Cristo en casa para atraer armonía y evitar conflictos , según el Feng Shui"
Leichtes Erdbeben,PERSON,15,32,simple,https://www.sn.at/panorama/oesterreich/leichtes-erdbeben-staerke-raum-innsbruck-177504931,sn.at,"[UNTRANSLATED] Leichtes Erdbeben mit Stärke 2 , 6 im Raum Innsbruck"
Raum Innsbruck,PERSON,53,67,simple,https://www.sn.at/panorama/oesterreich/leichtes-erdbeben-staerke-raum-innsbruck-177504931,sn.at,"[UNTRANSLATED] Leichtes Erdbeben mit Stärke 2 , 6 im Raum Innsbruck"
Wiener Privatbank,PERSON,28,45,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65196373-pta-news-wiener-privatbank-se-stabile-kernkapitalquote-und-robuste-bilanz-trotz-schwierigen-umfeldes-im-jahr-2024-015.htm,finanznachrichten.de,[UNTRANSLATED] PTA - News : Wiener Privatbank SE : Stabile Kernkapitalquote und robuste Bilanz trotz schwierigen Umfeldes im Jahr 2024
Stabile Kernkapitalquote,PERSON,51,75,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65196373-pta-news-wiener-privatbank-se-stabile-kernkapitalquote-und-robuste-bilanz-trotz-schwierigen-umfeldes-im-jahr-2024-015.htm,finanznachrichten.de,[UNTRANSLATED] PTA - News : Wiener Privatbank SE : Stabile Kernkapitalquote und robuste Bilanz trotz schwierigen Umfeldes im Jahr 2024
France,LOCATION,20,26,simple,https://www.varesenews.it/2025/04/papa-francesco-e-leconomia-della-casa-comune-cura-giustizia-e-speranza/2219992/,varesenews.it,"[UNTRANSLATED] Papa Francesco e leconomia della  casa comune : cura , giustizia e speranza"
Papa Francesco,PERSON,15,29,simple,https://www.varesenews.it/2025/04/papa-francesco-e-leconomia-della-casa-comune-cura-giustizia-e-speranza/2219992/,varesenews.it,"[UNTRANSLATED] Papa Francesco e leconomia della  casa comune : cura , giustizia e speranza"
Italy,LOCATION,70,75,simple,https://www.econopoly.ilsole24ore.com/2025/04/22/costituzione-societa-benefit-e-il-futuro-del-made-in-italy/,econopoly.ilsole24ore.com,"[UNTRANSLATED] Costituzione , Società Benefit e il futuro del made in Italy"
Meio Ambiente,PERSON,113,126,simple,https://g1.globo.com/mt/mato-grosso/noticia/2025/04/23/ex-servidor-e-investigado-por-furto-e-alteracoes-de-processos-apos-ser-exonerado-da-secretaria-de-meio-ambiente-de-mt.ghtml,g1.globo.com,[UNTRANSLATED] Ex - servidor é investigado por furto e alteraes de processos após ser exonerado da Secretaria de Meio Ambiente de MT | Mato Grosso
Mato Grosso,PERSON,135,146,simple,https://g1.globo.com/mt/mato-grosso/noticia/2025/04/23/ex-servidor-e-investigado-por-furto-e-alteracoes-de-processos-apos-ser-exonerado-da-secretaria-de-meio-ambiente-de-mt.ghtml,g1.globo.com,[UNTRANSLATED] Ex - servidor é investigado por furto e alteraes de processos após ser exonerado da Secretaria de Meio Ambiente de MT | Mato Grosso
Meio Ambiente,PERSON,74,87,simple,https://www.brasil247.com:443/blog/retrocesso-na-politica-de-residuos-solidos-ministerio-do-meio-ambiente-nao-responde-se-houve-pressao-da-industria,brasil247.com,[UNTRANSLATED] Retrocesso na Política de Resíduos Sólidos : Ministério do Meio Ambiente não responde se houve pressão da indústria
Cascais Ambiente,PERSON,50,66,simple,https://observador.pt/2025/04/23/stal-aponta-para-adesao-de-75-na-cascais-ambiente-camara-contrapoe-com-8/,observador.pt,"[UNTRANSLATED] STAL aponta para adesão de 75 % na Cascais Ambiente , câmara contrapõe com 8 % "
RT,ORGANIZATION,16,18,simple,https://tribunadonorte.com.br/rio-grande-do-norte/trt-rn-recebe-em-media-seis-processos-sobre-assedio-sexual-no-trabalho-por-mes/,tribunadonorte.com.br,[UNTRANSLATED] TRT - RN recebe em média seis processos sobre assédio sexual no trabalho por mês
RT,ORGANIZATION,87,89,simple,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2025/04/23/assedio-sexual-no-trabalho-rn-como-identificar.ghtml,g1.globo.com,"[UNTRANSLATED] Seis aes de assédio sexual no trabalho são abertas por mês no RN , diz TRT ; saiba como identificar"
