text,type,start,end,method,article_url,article_domain,context
West Fraser Benefits,PERSON,15,35,simple,https://www.morningstar.com/company-reports/1275810-west-fraser-benefits-from-lumber-price-increases-but-stagnant-housing-markets-constrain-demand,morningstar.com,[UNTRANSLATED] West Fraser Benefits From Lumber Price Increases but Stagnant Housing Markets Constrain Demand
From Lumber Price,PERSON,36,53,simple,https://www.morningstar.com/company-reports/1275810-west-fraser-benefits-from-lumber-price-increases-but-stagnant-housing-markets-constrain-demand,morningstar.com,[UNTRANSLATED] West Fraser Benefits From Lumber Price Increases but Stagnant Housing Markets Constrain Demand
Stagnant Housing Markets,PERSON,68,92,simple,https://www.morningstar.com/company-reports/1275810-west-fraser-benefits-from-lumber-price-increases-but-stagnant-housing-markets-constrain-demand,morningstar.com,[UNTRANSLATED] West Fraser Benefits From Lumber Price Increases but Stagnant Housing Markets Constrain Demand
Toll Brothers Announces,PERSON,15,38,simple,https://www.marketscreener.com/quote/stock/TOLL-BROTHERS-INC-14640/news/Toll-Brothers-Announces-New-Luxury-Home-Community-Coming-Soon-to-Parkland-Florida-49667792/,marketscreener.com,"[UNTRANSLATED] Toll Brothers Announces New Luxury Home Community Coming Soon to Parkland , Florida"
New Luxury Home,PERSON,39,54,simple,https://www.marketscreener.com/quote/stock/TOLL-BROTHERS-INC-14640/news/Toll-Brothers-Announces-New-Luxury-Home-Community-Coming-Soon-to-Parkland-Florida-49667792/,marketscreener.com,"[UNTRANSLATED] Toll Brothers Announces New Luxury Home Community Coming Soon to Parkland , Florida"
Atlanta,LOCATION,20,27,simple,https://www.ajc.com/news/atlanta-news/market-shift-more-atlanta-home-sellers-offering-buyer-concessions/44UVF3GMC5BONIIAQ7UML3K4ZM/,ajc.com,[UNTRANSLATED] More Atlanta home sellers are offering buyer concessions as market shifts
More Atlanta,PERSON,15,27,simple,https://www.ajc.com/news/atlanta-news/market-shift-more-atlanta-home-sellers-offering-buyer-concessions/44UVF3GMC5BONIIAQ7UML3K4ZM/,ajc.com,[UNTRANSLATED] More Atlanta home sellers are offering buyer concessions as market shifts
Strip District,LOCATION,15,29,simple,https://www.wpxi.com/news/local/strip-district-transformation-continues-midwood-unveils-massive-mixed-use-project/XZWW36CVNJFQXH2ZALNWJNEZIQ/,wpxi.com,[UNTRANSLATED] Strip District transformation continues as Midwood unveils massive mixed - use project
Tax Commission,ORGANIZATION,15,29,simple,https://www.kshb.com/news/local-news/missouri-state-tax-commission-orders-jackson-county-to-correct-2023-2024-property-assessments,kshb.com,"[UNTRANSLATED] Tax Commission orders Jackson County to correct 2023 , 2024 property assessments"
Jackson County,LOCATION,37,51,simple,https://www.kshb.com/news/local-news/missouri-state-tax-commission-orders-jackson-county-to-correct-2023-2024-property-assessments,kshb.com,"[UNTRANSLATED] Tax Commission orders Jackson County to correct 2023 , 2024 property assessments"
Main Street,LOCATION,57,68,simple,https://www.wpsdlocal6.com/news/beshear-murray-director-talk-success-of-main-street-initiatives/article_e0071c9e-921a-44aa-bf41-8f2058c65a70.html,wpsdlocal6.com,"[UNTRANSLATED] Beshear , Murray director talk success of Main Street initiatives"
Tariffs To The,PERSON,15,29,simple,https://finance.yahoo.com/news/tariffs-rescue-multifamily-developers-overbuilt-010444696.html,finance.yahoo.com,[UNTRANSLATED] Tariffs To The Rescue . Multifamily Developers Who Overbuilt Are Hoping Tariffs Will Turn Their Mistakes Into a Rare Housing Windfall
Multifamily Developers Who,PERSON,39,65,simple,https://finance.yahoo.com/news/tariffs-rescue-multifamily-developers-overbuilt-010444696.html,finance.yahoo.com,[UNTRANSLATED] Tariffs To The Rescue . Multifamily Developers Who Overbuilt Are Hoping Tariffs Will Turn Their Mistakes Into a Rare Housing Windfall
Overbuilt Are Hoping,PERSON,66,86,simple,https://finance.yahoo.com/news/tariffs-rescue-multifamily-developers-overbuilt-010444696.html,finance.yahoo.com,[UNTRANSLATED] Tariffs To The Rescue . Multifamily Developers Who Overbuilt Are Hoping Tariffs Will Turn Their Mistakes Into a Rare Housing Windfall
Tariffs Will Turn,PERSON,87,104,simple,https://finance.yahoo.com/news/tariffs-rescue-multifamily-developers-overbuilt-010444696.html,finance.yahoo.com,[UNTRANSLATED] Tariffs To The Rescue . Multifamily Developers Who Overbuilt Are Hoping Tariffs Will Turn Their Mistakes Into a Rare Housing Windfall
Their Mistakes Into,PERSON,105,124,simple,https://finance.yahoo.com/news/tariffs-rescue-multifamily-developers-overbuilt-010444696.html,finance.yahoo.com,[UNTRANSLATED] Tariffs To The Rescue . Multifamily Developers Who Overbuilt Are Hoping Tariffs Will Turn Their Mistakes Into a Rare Housing Windfall
Rare Housing Windfall,PERSON,127,148,simple,https://finance.yahoo.com/news/tariffs-rescue-multifamily-developers-overbuilt-010444696.html,finance.yahoo.com,[UNTRANSLATED] Tariffs To The Rescue . Multifamily Developers Who Overbuilt Are Hoping Tariffs Will Turn Their Mistakes Into a Rare Housing Windfall
Les Tisserands,PERSON,15,29,simple,https://www.lerefletdulac.com/infolettre/les-tisserands-un-quartier-au-coeur-du-developpement-stategique-de-la-ville/,lerefletdulac.com,"[UNTRANSLATED] Les Tisserands , un quartier au coeur du développement statégique de la Ville"
