text,type,start,end,method,article_url,article_domain,context
Amazon,ORGANIZATION,80,86,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65193039-wall-street-schluss-dow-jones-geht-die-luft-aus-alphabet-amazon-nvidia-tesla-boeing-124.htm,finanznachrichten.de,"[UNTRANSLATED] Wall Street - Schluss : Dow Jones geht die Luft aus - Alphabet , Amazon , Nvidia , Tesla , Boeing ... "
Tesla,ORGANIZATION,98,103,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65193039-wall-street-schluss-dow-jones-geht-die-luft-aus-alphabet-amazon-nvidia-tesla-boeing-124.htm,finanznachrichten.de,"[UNTRANSLATED] Wall Street - Schluss : Dow Jones geht die Luft aus - Alphabet , Amazon , Nvidia , Tesla , Boeing ... "
Boeing,ORGANIZATION,106,112,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65193039-wall-street-schluss-dow-jones-geht-die-luft-aus-alphabet-amazon-nvidia-tesla-boeing-124.htm,finanznachrichten.de,"[UNTRANSLATED] Wall Street - Schluss : Dow Jones geht die Luft aus - Alphabet , Amazon , Nvidia , Tesla , Boeing ... "
Wall Street,LOCATION,15,26,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65193039-wall-street-schluss-dow-jones-geht-die-luft-aus-alphabet-amazon-nvidia-tesla-boeing-124.htm,finanznachrichten.de,"[UNTRANSLATED] Wall Street - Schluss : Dow Jones geht die Luft aus - Alphabet , Amazon , Nvidia , Tesla , Boeing ... "
Dow Jones,PERSON,39,48,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65193039-wall-street-schluss-dow-jones-geht-die-luft-aus-alphabet-amazon-nvidia-tesla-boeing-124.htm,finanznachrichten.de,"[UNTRANSLATED] Wall Street - Schluss : Dow Jones geht die Luft aus - Alphabet , Amazon , Nvidia , Tesla , Boeing ... "
Tesla,ORGANIZATION,20,25,simple,https://inews.hket.com/article/3940200/TSLA%EF%BD%9CTesla%E5%A5%A7%E6%96%AF%E6%B1%80%E6%B8%AC%E8%A9%A6%E8%87%AA%E5%8B%95%E9%A7%95%E9%A7%9B%E7%B6%B2%E7%B4%84%E8%BB%8A%E6%9C%8D%E5%8B%99%E3%80%80%E7%88%AD6%E6%9C%88%E6%8E%A8Robotaxi,inews.hket.com,[UNTRANSLATED] TSLA｜Tesla奧斯汀測試自動駕駛網約車服務 爭6月推Robotaxi
Quali Borse,PERSON,15,26,simple,https://www.money.it/quali-borse-sono-chiuse-oggi-lunedi-dell-angelo-21-aprile2025,money.it,"[UNTRANSLATED] Quali Borse sono chiuse oggi , lunedì dellAngelo 21 aprile 2025"
Milan,LOCATION,56,61,simple,https://www.teleborsa.it/News/2025/04/22/bioera-borsa-dispone-revoca-da-euonext-milan-dal-23-aprile-165.html,teleborsa.it,"[UNTRANSLATED] Bioera , Borsa dispone revoca da Euonext Milan dal 23 aprile"
Euonext Milan,PERSON,48,61,simple,https://www.teleborsa.it/News/2025/04/22/bioera-borsa-dispone-revoca-da-euonext-milan-dal-23-aprile-165.html,teleborsa.it,"[UNTRANSLATED] Bioera , Borsa dispone revoca da Euonext Milan dal 23 aprile"
Tokyo,LOCATION,68,73,simple,https://www.ansa.it/sito/notizie/economia/2025/04/25/borsa-asia-solida-con-ripresa-titoli-tecnologici-tokyo-17_93a0ed2d-0497-4711-99b8-ef72c5f6041a.html,ansa.it,"[UNTRANSLATED] Borsa : Asia solida con ripresa titoli tecnologici , Tokyo +1 , 7 % - Notizie"
World Bank,ORGANIZATION,15,25,simple,https://www.arabnews.com/node/2598261/business-economy,arabnews.com,"[UNTRANSLATED] World Bank forecasts MENA growth at 2 . 6 % in 2025 , 3 . 7 % in 2026"
On Henna Class,PERSON,23,37,simple,https://www.arlnow.com/events/hands-on-henna-class-15543/,arlnow.com,[UNTRANSLATED] Hands - On Henna Class
The People,PERSON,15,25,simple,https://www.zmescience.com/science/news-science/the-people-of-carthage-werent-who-we-thought-they-were/,zmescience.com,[UNTRANSLATED] The People of Carthage Werent Who We Thought They Were
Carthage Werent Who,PERSON,29,48,simple,https://www.zmescience.com/science/news-science/the-people-of-carthage-werent-who-we-thought-they-were/,zmescience.com,[UNTRANSLATED] The People of Carthage Werent Who We Thought They Were
We Thought They,PERSON,49,64,simple,https://www.zmescience.com/science/news-science/the-people-of-carthage-werent-who-we-thought-they-were/,zmescience.com,[UNTRANSLATED] The People of Carthage Werent Who We Thought They Were
Red Poppy,PERSON,15,24,simple,https://projectnoah.org/spotting/745956,projectnoah.org,[UNTRANSLATED] Red Poppy | Project Noah
Project Noah,PERSON,27,39,simple,https://projectnoah.org/spotting/745956,projectnoah.org,[UNTRANSLATED] Red Poppy | Project Noah
Reveals Phoenician Surprising,PERSON,27,56,simple,https://www.scientificamerican.com/article/ancient-dna-reveals-phoenicians-surprising-ancestry/,scientificamerican.com,[UNTRANSLATED] Ancient DNA Reveals Phoenician Surprising Ancestry
Mediterranean Phoenician,PERSON,72,96,simple,https://phys.org/news/2025-04-ancient-dna-held-assumptions-mediterranean.html,phys.org,[UNTRANSLATED] Ancient DNA challenges long - held assumptions about the Mediterranean Phoenician - Punic civilization
Frankfurt,LOCATION,25,34,simple,http://www.merkur.de/deutschland/hessen/europa-flughafen-frankfurt-lufthansa-airline-fliegt-neue-reiseziele-discover-airlines-93693462.html,merkur.de,[UNTRANSLATED] Flughafen Frankfurt : Lufthansa - Airline fliegt neue Reiseziele an
Flughafen Frankfurt,PERSON,15,34,simple,http://www.merkur.de/deutschland/hessen/europa-flughafen-frankfurt-lufthansa-airline-fliegt-neue-reiseziele-discover-airlines-93693462.html,merkur.de,[UNTRANSLATED] Flughafen Frankfurt : Lufthansa - Airline fliegt neue Reiseziele an
Frankfurt,LOCATION,25,34,simple,https://www.merkur.de/deutschland/hessen/europa-flughafen-frankfurt-lufthansa-airline-fliegt-neue-reiseziele-discover-airlines-93693462.html,merkur.de,[UNTRANSLATED] Flughafen Frankfurt : Lufthansa - Airline fliegt neue Reiseziele an
Flughafen Frankfurt,PERSON,15,34,simple,https://www.merkur.de/deutschland/hessen/europa-flughafen-frankfurt-lufthansa-airline-fliegt-neue-reiseziele-discover-airlines-93693462.html,merkur.de,[UNTRANSLATED] Flughafen Frankfurt : Lufthansa - Airline fliegt neue Reiseziele an
Frankfurt,LOCATION,25,34,simple,https://www.hna.de/hessen/europa-flughafen-frankfurt-lufthansa-airline-fliegt-neue-reiseziele-discover-airlines-zr-93692119.html,hna.de,[UNTRANSLATED] Flughafen Frankfurt : Lufthansa - Airline fliegt neue Reiseziele an
Flughafen Frankfurt,PERSON,15,34,simple,https://www.hna.de/hessen/europa-flughafen-frankfurt-lufthansa-airline-fliegt-neue-reiseziele-discover-airlines-zr-93692119.html,hna.de,[UNTRANSLATED] Flughafen Frankfurt : Lufthansa - Airline fliegt neue Reiseziele an
Frankfurt,LOCATION,25,34,simple,http://www.hna.de/hessen/reiseziele-discover-airlines-europa-flughafen-frankfurt-lufthansa-airline-fliegt-neue-zr-93692119.html,hna.de,[UNTRANSLATED] Flughafen Frankfurt : Lufthansa - Airline fliegt neue Reiseziele an
