text,type,start,end,method,article_url,article_domain,context
Papa Francisco,PERSON,23,37,simple,https://es.euronews.com/green/2025/04/23/como-el-papa-francisco-ayudo-a-inspirar-la-accion-climatica-global,es.euronews.com,[UNTRANSLATED] Cómo el Papa Francisco ayudó a inspirar la acción climática global
Premio Fronteras,PERSON,15,31,simple,https://www.agenciasinc.es/Noticias/Premio-Fronteras-del-Conocimiento-a-Camille-Parmesan-por-sus-estudios-sobre-cambio-climatico-y-desplazamiento-de-especies,agenciasinc.es,[UNTRANSLATED] Premio Fronteras del Conocimiento 2025 a la ecóloga Camille Parmesan
Camille Parmesan,PERSON,67,83,simple,https://www.agenciasinc.es/Noticias/Premio-Fronteras-del-Conocimiento-a-Camille-Parmesan-por-sus-estudios-sobre-cambio-climatico-y-desplazamiento-de-especies,agenciasinc.es,[UNTRANSLATED] Premio Fronteras del Conocimiento 2025 a la ecóloga Camille Parmesan
Auch Versicherungen,PERSON,43,62,simple,https://www.focus.de/earth/schaeden-durch-hagelkoerner-auch-versicherungen-sind-belastet_9b533ad4-1ef2-426b-ba2a-0e828fdbd825.html,focus.de,[UNTRANSLATED] Schäden durch Hagelkörner : Auch Versicherungen sind belastet
Die Welt,PERSON,17,25,simple,https://www.heute.at/s/warum-papst-franziskus-auch-ein-klima-aktivist-war-120103898,heute.at,[UNTRANSLATED]   Die Welt um uns zerbröckelt ! – Warum Papst Franziskus auch ein Klima - Aktivist war
Warum Papst Franziskus,PERSON,49,71,simple,https://www.heute.at/s/warum-papst-franziskus-auch-ein-klima-aktivist-war-120103898,heute.at,[UNTRANSLATED]   Die Welt um uns zerbröckelt ! – Warum Papst Franziskus auch ein Klima - Aktivist war
Pharmazeutische Zeitung,PERSON,56,79,simple,https://www.pharmazeutische-zeitung.de/patienten-im-klimawandel-schuetzen-155525/,pharmazeutische-zeitung.de,[UNTRANSLATED] Patienten im Klimawandel schützen | PZ – Pharmazeutische Zeitung
Der Nordpol,PERSON,15,26,simple,http://www.merkur.de/wissen/der-nordpol-wandert-wie-der-klimawandel-die-erdachse-verschiebt-zr-93697882.html,merkur.de,[UNTRANSLATED] Der Nordpol wandert : Wie der Klimawandel die Erdachse verschiebt
Der Nordpol,PERSON,15,26,simple,http://www.hna.de/wissen/der-nordpol-wandert-wie-der-klimawandel-die-erdachse-verschiebt-zr-93697882.html,hna.de,[UNTRANSLATED] Der Nordpol wandert : Wie der Klimawandel die Erdachse verschiebt
Der Nordpol,PERSON,15,26,simple,https://www.hna.de/wissen/der-nordpol-wandert-wie-der-klimawandel-die-erdachse-verschiebt-zr-93697882.html,hna.de,[UNTRANSLATED] Der Nordpol wandert : Wie der Klimawandel die Erdachse verschiebt
Trump Tower,PERSON,43,54,simple,https://www.laregione.ch/estero/estero/1832404/new-york-tower-trump-protesta-sigillo-vernice,laregione.ch,[UNTRANSLATED] Protesta ambientalista alla Trump Tower con vernice verde sul sigillo presidenziale
