text,type,start,end,method,article_url,article_domain,context
Pentagon,ORGANIZATION,24,32,simple,https://www.ilsole24ore.com/art/trump-difende-segretario-difesa-hegseth-il-nuovo-scandalo-AHlN3xP,ilsole24ore.com,[UNTRANSLATED] Scandalo Pentagono : Hegseth condivide dettagli attacco Yemen in chat familiare
Yemen,LOCATION,71,76,simple,https://www.ilsole24ore.com/art/trump-difende-segretario-difesa-hegseth-il-nuovo-scandalo-AHlN3xP,ilsole24ore.com,[UNTRANSLATED] Scandalo Pentagono : Hegseth condivide dettagli attacco Yemen in chat familiare
Scandalo Pentagono,PERSON,15,33,simple,https://www.ilsole24ore.com/art/trump-difende-segretario-difesa-hegseth-il-nuovo-scandalo-AHlN3xP,ilsole24ore.com,[UNTRANSLATED] Scandalo Pentagono : Hegseth condivide dettagli attacco Yemen in chat familiare
Pentagon,ORGANIZATION,85,93,simple,https://it.euronews.com/2025/04/22/scandalo-signal-hegseth-nella-bufera-per-la-seconda-chat-segreta-al-pentagono,it.euronews.com,[UNTRANSLATED] Scandalo Signal : Hegseth nella bufera per la seconda chat segreta al Pentagono
Scandalo Signal,PERSON,15,30,simple,https://it.euronews.com/2025/04/22/scandalo-signal-hegseth-nella-bufera-per-la-seconda-chat-segreta-al-pentagono,it.euronews.com,[UNTRANSLATED] Scandalo Signal : Hegseth nella bufera per la seconda chat segreta al Pentagono
Virginia Giuffre,PERSON,15,31,simple,https://www.gazzetta.it/attualita/26-04-2025/virginia-giuffre-morta-si-e-suicidata-l-accusatrice-di-epstein.shtml,gazzetta.it,[UNTRANSLATED] Virginia Giuffre morta : si è suicidata laccusatrice di Epstein
La Casa Bianca,PERSON,18,32,simple,http://www.tio.ch/dal-mondo/attualita/1832027/hegseth-casa-bianca-piani-pentagono,tio.ch,"[UNTRANSLATED]  « La Casa Bianca cerca un sostituto per Hegseth ». « No , fake news » "
Inter Roma,PERSON,15,25,simple,https://www.calcionews24.com/inter-roma-rinvio-rabbia-alvino-parole/,calcionews24.com,"[UNTRANSLATED] Inter Roma rinviata , la rabbia di Alvino : « Così si falsa il campionato » "
Volkswagen,ORGANIZATION,60,70,simple,https://www.ilmessaggero.it/economia/news/dieselgate_chiesti_4_anni_ex_dirigenti_volkswagen-8799533.html,ilmessaggero.it,"[UNTRANSLATED] Dieselgate , chiesti 4 anni per ex dirigenti Volkswagen"
Pentagon,ORGANIZATION,27,35,simple,https://www.laregione.ch/estero/estero/1831843/difesa-chat-hegseth-pentagono-dettagli-houthi-scandalo-attacchi-segretario,laregione.ch,[UNTRANSLATED] Scandalo al Pentagono : il segretario alla difesa condivide dettagli sensibili in chat privata
Carlos Lupi,PERSON,50,61,simple,https://www.estadao.com.br/politica/fabiano-lana/nao-ha-nenhuma-condicao-de-se-manter-carlos-lupi-como-ministro/,estadao.com.br,[UNTRANSLATED] Não há nenhuma condio de se manter Carlos Lupi como ministro
Leonel Brizola Neto,PERSON,15,34,simple,https://www.brasil247.com:443/regionais/sudeste/leonel-brizola-neto-cobra-a-demissao-de-carlos-lupi,brasil247.com,[UNTRANSLATED] Leonel Brizola Neto cobra a demissão de Carlos Lupi
Carlos Lupi,PERSON,55,66,simple,https://www.brasil247.com:443/regionais/sudeste/leonel-brizola-neto-cobra-a-demissao-de-carlos-lupi,brasil247.com,[UNTRANSLATED] Leonel Brizola Neto cobra a demissão de Carlos Lupi
Carlos Lu,PERSON,56,65,simple,https://veja.abril.com.br/coluna/maquiavel/damares-diz-que-vai-pedir-impeachment-de-carlos-lupi-por-escandalo-do-inss/,veja.abril.com.br,[UNTRANSLATED] Damares diz que vai pedir impeachment de Carlos Lu ... 
What Floridians,PERSON,15,30,simple,https://www.clickorlando.com/weather/hurricane/2025/04/22/what-floridians-should-know-when-developing-a-hurricane-evacuation-plan/,clickorlando.com,[UNTRANSLATED] What Floridians should know when developing a hurricane evacuation plan
La Plata County,LOCATION,15,30,simple,https://www.durangoherald.com/articles/la-plata-county-prepares-for-unexpected-in-annual-wildfire-drill/,durangoherald.com,[UNTRANSLATED] La Plata County prepares for unexpected in annual wildfire drill
Indonesia,LOCATION,72,81,simple,https://en.antaranews.com/news/352349/former-vp-backs-prabowos-plan-to-evacuate-palestinians-to-indonesia,en.antaranews.com,[UNTRANSLATED] Former VP backs Prabowo plan to evacuate Palestinians to Indonesia
Major Operation,PERSON,15,30,simple,https://www.vol.at/major-operation-in-woergl-evacuations-and-train-suspension/9356039,vol.at,[UNTRANSLATED] Major Operation in Wörgl : Evacuations and Train Suspension
Train Suspension,PERSON,58,74,simple,https://www.vol.at/major-operation-in-woergl-evacuations-and-train-suspension/9356039,vol.at,[UNTRANSLATED] Major Operation in Wörgl : Evacuations and Train Suspension
Delhi,LOCATION,15,20,simple,https://realty.economictimes.indiatimes.com/news/residential/delhi-dda-urges-signature-view-apartment-residents-to-vacate-flats-as-deadline-passes/120522437,realty.economictimes.indiatimes.com,"[UNTRANSLATED] Delhi : DDA urges Signature View Apartment residents to vacate flats as deadline passes , ET RealEstate"
Signature View Apartment,PERSON,33,57,simple,https://realty.economictimes.indiatimes.com/news/residential/delhi-dda-urges-signature-view-apartment-residents-to-vacate-flats-as-deadline-passes/120522437,realty.economictimes.indiatimes.com,"[UNTRANSLATED] Delhi : DDA urges Signature View Apartment residents to vacate flats as deadline passes , ET RealEstate"
Israel,LOCATION,15,21,simple,https://article.wn.com/view/2025/04/27/Israeli_army_orders_more_Palestinian_evacuations_to_western_/,article.wn.com,"[UNTRANSLATED] Israeli army orders more Palestinian evacuations to western Gaza City , worsening humanitarian conditions"
Gaza City,LOCATION,75,84,simple,https://article.wn.com/view/2025/04/27/Israeli_army_orders_more_Palestinian_evacuations_to_western_/,article.wn.com,"[UNTRANSLATED] Israeli army orders more Palestinian evacuations to western Gaza City , worsening humanitarian conditions"
Lithuania,LOCATION,15,24,simple,https://www.bbc.co.uk/news/articles/cq80g3zlvdvo,bbc.co.uk,[UNTRANSLATED] Lithuanian capital Vilnius unveils invasion evacuation plan
Lithuania,LOCATION,15,24,simple,https://www.bbc.com/news/articles/cq80g3zlvdvo,bbc.com,[UNTRANSLATED] Lithuanian capital Vilnius unveils invasion evacuation plan
Beit Hanoun,PERSON,44,55,simple,https://directinfo.webmanagercenter.com/2025/04/24/gaza-evacuations-forcees-a-beit-hanoun-et-sheikh-zayed-avant-une-offensive-annoncee/,directinfo.webmanagercenter.com,[UNTRANSLATED] Gaza : évacuations forcées à Beit Hanoun et Sheikh Zayed avant une offensive annoncée
Sheikh Zayed,PERSON,59,71,simple,https://directinfo.webmanagercenter.com/2025/04/24/gaza-evacuations-forcees-a-beit-hanoun-et-sheikh-zayed-avant-une-offensive-annoncee/,directinfo.webmanagercenter.com,[UNTRANSLATED] Gaza : évacuations forcées à Beit Hanoun et Sheikh Zayed avant une offensive annoncée
El Amra,PERSON,15,22,simple,"https://www.businessnews.com.tn/el-amra--les-forces-de-lordre-demantelent-un-campement-de-migrants,520,147336,3",businessnews.com.tn,[UNTRANSLATED] El Amra : les forces de lordre démantèlent un campement de migrants
El Amra,PERSON,15,22,simple,"https://www.businessnews.com.tn/el-amra--les-forces-de-lordre-demantelent-un-campement-de-migrants,534,147336,3",businessnews.com.tn,[UNTRANSLATED] El Amra : les forces de lordre démantèlent un campement de migrants
Cap Ferret,PERSON,84,94,simple,https://www.sudouest.fr:443/gironde/arcachon/recit-d-un-exercice-delicat-de-sauvetage-par-les-airs-au-semaphore-du-cap-ferret-24000755.php,sudouest.fr,[UNTRANSLATED] Récit dun exercice délicat de sauvetage par les airs au sémaphore du Cap Ferret
Le Centre,ORGANIZATION,41,50,simple,https://www.radiookapi.net/2025/04/23/emissions/linvite-du-jour/yves-benny-kinvwidi-le-centre-hospitalier-felix-antoine,radiookapi.net,[UNTRANSLATED] Yves - Benny Kinvwidi : « Le Centre hospitalier Félix - Antoine Tshisekedi offre une prise en charge complète » 
Benny Kinvwidi,PERSON,22,36,simple,https://www.radiookapi.net/2025/04/23/emissions/linvite-du-jour/yves-benny-kinvwidi-le-centre-hospitalier-felix-antoine,radiookapi.net,[UNTRANSLATED] Yves - Benny Kinvwidi : « Le Centre hospitalier Félix - Antoine Tshisekedi offre une prise en charge complète » 
Antoine Tshisekedi,PERSON,71,89,simple,https://www.radiookapi.net/2025/04/23/emissions/linvite-du-jour/yves-benny-kinvwidi-le-centre-hospitalier-felix-antoine,radiookapi.net,[UNTRANSLATED] Yves - Benny Kinvwidi : « Le Centre hospitalier Félix - Antoine Tshisekedi offre une prise en charge complète » 
Lagos,LOCATION,36,41,simple,https://www.biobiochile.cl/noticias/nacional/region-de-los-rios/2025/04/21/municipalidad-de-los-lagos-anuncia-simulacro-de-evacuacion-por-remocion-en-masa-en-sector-las-lajas.shtml,biobiochile.cl,[UNTRANSLATED] Municipalidad de Los Lagos anuncia simulacro de evacuación por remoción en masa en sector Las Lajas | Nacional
Los Lagos,PERSON,32,41,simple,https://www.biobiochile.cl/noticias/nacional/region-de-los-rios/2025/04/21/municipalidad-de-los-lagos-anuncia-simulacro-de-evacuacion-por-remocion-en-masa-en-sector-las-lajas.shtml,biobiochile.cl,[UNTRANSLATED] Municipalidad de Los Lagos anuncia simulacro de evacuación por remoción en masa en sector Las Lajas | Nacional
Las Lajas,PERSON,105,114,simple,https://www.biobiochile.cl/noticias/nacional/region-de-los-rios/2025/04/21/municipalidad-de-los-lagos-anuncia-simulacro-de-evacuacion-por-remocion-en-masa-en-sector-las-lajas.shtml,biobiochile.cl,[UNTRANSLATED] Municipalidad de Los Lagos anuncia simulacro de evacuación por remoción en masa en sector Las Lajas | Nacional
Simulacro Nacional,PERSON,15,33,simple,https://vanguardia.com.mx/noticias/simulacro-nacional-2025-que-hacer-antes-durante-y-despues-de-un-sismo-CE15663001,vanguardia.com.mx,"[UNTRANSLATED] Simulacro Nacional 2025 : ¿ Qué hacer antes , durante y después de un sismo ? "
Israel,LOCATION,30,36,simple,https://www.europapress.es/internacional/noticia-ejercito-israel-emite-ordenes-evacuacion-varios-barrios-norte-franja-gaza-20250424180224.html,europapress.es,[UNTRANSLATED] El Ejército de Israel emite órdenes de evacuación para varios barrios en el norte de la Franja de Gaza
Kloster Beuerberg,PERSON,64,81,simple,https://www.merkur.de/lokales/wolfratshausen/eurasburg-ort377102/blitzschlag-feuer-und-evakuierung-grossuebung-am-kloster-beuerberg-120-feuerwehrleute-vor-ort-93698490.html,merkur.de,"[UNTRANSLATED] Blitzschlag , Feuer und Evakuierung : Grobung am Kloster Beuerberg - 120 Feuerwehrleute vor Ort"
