text,type,start,end,method,article_url,article_domain,context
Jal Jeevan Mission,PERSON,26,44,simple,https://news.webindia123.com/news/Articles/India/20250422/4309726.html,news.webindia123.com,[UNTRANSLATED]   Work for Jal Jeevan Mission scheme underway ...: NCP - SCP MP Bhaskar Bhagare amid water crisis in Nashik
Bhaskar Bhagare,PERSON,79,94,simple,https://news.webindia123.com/news/Articles/India/20250422/4309726.html,news.webindia123.com,[UNTRANSLATED]   Work for Jal Jeevan Mission scheme underway ...: NCP - SCP MP Bhaskar Bhagare amid water crisis in Nashik
Mangaluru News,PERSON,63,77,simple,https://timesofindia.indiatimes.com/city/mangaluru/govt-must-give-funds-for-drinking-water-mla/articleshow/120559331.cms,timesofindia.indiatimes.com,[UNTRANSLATED] Govt must give funds for drinking water : MLA | Mangaluru News
Delhi,LOCATION,44,49,simple,https://indianexpress.com/article/cities/delhi/djb-water-supply-hit-south-delhi-residents-say-disruption-since-2-weeks-9967728/,indianexpress.com,"[UNTRANSLATED] DJB water supply hit , South Delhi residents say disruption since 2 weeks"
South Delhi,PERSON,38,49,simple,https://indianexpress.com/article/cities/delhi/djb-water-supply-hit-south-delhi-residents-say-disruption-since-2-weeks-9967728/,indianexpress.com,"[UNTRANSLATED] DJB water supply hit , South Delhi residents say disruption since 2 weeks"
Flint Water Crisis,PERSON,52,70,simple,https://www.wnem.com/2025/04/25/city-still-recovering-11-years-after-flint-water-crisis/,wnem.com,[UNTRANSLATED] City still recovering 11 years after Flint Water Crisis
Goa News,PERSON,64,72,simple,https://timesofindia.indiatimes.com/city/goa/double-engine-claim-of-bjp-is-hollow-rg/articleshow/120594807.cms,timesofindia.indiatimes.com,[UNTRANSLATED]   Double - engine  claim of BJP is hollow : RG | Goa News
Jacinthe Campagna,PERSON,15,32,simple,https://www.lhebdodustmaurice.com/actualites/jacinthe-campagna-confirme-sa-candidature-pour-la-mairie/,lhebdodustmaurice.com,[UNTRANSLATED] Jacinthe Campagna confirme sa candidature pour la mairie
Israel,LOCATION,144,150,simple,https://itongadol.com/comunidad-en-accion/keren-kayemet-israel/la-presidenta-del-kkl-jnf-ifat-ovadia-luski-en-visita-oficial-a-mexico-una-comunidad-con-una-conexion-emocionante-con-israel-2,itongadol.com,"[UNTRANSLATED] La presidenta del KKL - JNF , Ifat Ovadia - Luski , en visita oficial a México :  Una comunidad con una conexión emocionante con Israel  "
Ifat Ovadia,PERSON,45,56,simple,https://itongadol.com/comunidad-en-accion/keren-kayemet-israel/la-presidenta-del-kkl-jnf-ifat-ovadia-luski-en-visita-oficial-a-mexico-una-comunidad-con-una-conexion-emocionante-con-israel-2,itongadol.com,"[UNTRANSLATED] La presidenta del KKL - JNF , Ifat Ovadia - Luski , en visita oficial a México :  Una comunidad con una conexión emocionante con Israel  "
Canicatti Web Notizie,PERSON,15,36,simple,https://www.canicattiweb.com/2025/04/26/crisi-idrica-in-sicilia-chiesta-proroga-dello-stato-di-emergenza/,canicattiweb.com,"[UNTRANSLATED] Canicatti Web Notizie - Crisi idrica in Sicilia , chiesta proroga dello stato di emergenza"
Domenico Russo,PERSON,71,85,simple,https://www.ilmattino.it/benevento/benevento_gesesa_cambia_vertice_societa_mastella_domenico_russo_ultime_notizie-8797907.html,ilmattino.it,"[UNTRANSLATED] Gesesa , cambio al vertice : « La società è risanata ». Domenico Russo si congeda"
Peter Dutton,PERSON,15,27,simple,https://www.sbs.com.au/news/article/coalition-reveals-its-cuts-to-skilled-migration-humanitarian-intake/rg4r03dbb,sbs.com.au,[UNTRANSLATED] Peter Dutton forced to clarify Coalition migration cuts after frontbencher misstep
Peter Dutton,PERSON,39,51,simple,https://www.watoday.com.au/politics/federal/dutton-must-target-backpackers-to-deliver-promised-cuts-to-migration-20250424-p5lu0l.html,watoday.com.au,[UNTRANSLATED] Federal election 2025 : Peter Dutton immigration cuts will have to target backpackers
Sweden,LOCATION,15,21,simple,https://abc7chicago.com/post/swedens-moose-migration-livestream-has-kicked-off-need-know/16185803/,abc7chicago.com,[UNTRANSLATED] Sweden moose migration livestream has kicked off : All you need to know
Somalia,LOCATION,69,76,simple,https://www.thestar.com.my/news/world/2025/04/22/un-agency-opens-migration-response-center-in-northern-somalia,thestar.com.my,[UNTRANSLATED] UN agency opens migration response center in northern Somalia
Somalia,LOCATION,60,67,simple,https://www.prokerala.com/news/articles/a1627654.html,prokerala.com,[UNTRANSLATED] UN agency opens migration response centre in Somalia
Cloud Completes Airstar Bank,ORGANIZATION,23,51,simple,https://portal.sina.com.hk/finance/finance-prnewswire/prnasia/2025/04/25/1171172/tencent-cloud-completes-airstar-banks-full-migration-to-the-cloud-to-create-a-more-agile-digital-bank/,portal.sina.com.hk,[UNTRANSLATED] Tencent Cloud Completes Airstar Bank Full Migration to the Cloud to Create a More Agile Digital Bank
More Agile Digital Bank,ORGANIZATION,92,115,simple,https://portal.sina.com.hk/finance/finance-prnewswire/prnasia/2025/04/25/1171172/tencent-cloud-completes-airstar-banks-full-migration-to-the-cloud-to-create-a-more-agile-digital-bank/,portal.sina.com.hk,[UNTRANSLATED] Tencent Cloud Completes Airstar Bank Full Migration to the Cloud to Create a More Agile Digital Bank
More Agile Digital,PERSON,92,110,simple,https://portal.sina.com.hk/finance/finance-prnewswire/prnasia/2025/04/25/1171172/tencent-cloud-completes-airstar-banks-full-migration-to-the-cloud-to-create-a-more-agile-digital-bank/,portal.sina.com.hk,[UNTRANSLATED] Tencent Cloud Completes Airstar Bank Full Migration to the Cloud to Create a More Agile Digital Bank
