text,type,start,end,method,article_url,article_domain,context
Milan,LOCATION,71,76,simple,https://www.vanityfair.it/article/gstarhotels-echo-milano-giornata-della-terra,vanityfair.it,"[UNTRANSLATED] Starhotels E . c . ho ., licona green dellospitalità di Milano rinnova il suo impegno per la Terra"
Alto Mar,PERSON,49,57,simple,https://www.rtp.pt/noticias/mundo/comissao-quer-integrar-tratado-do-alto-mar-no-direito-da-ue_n1650036,rtp.pt,[UNTRANSLATED] Comissão quer integrar Tratado do Alto Mar no direito da UE
No Zoomarine,PERSON,15,27,simple,https://www.publico.pt/2025/04/22/azul/noticia/zoomarine-vai-estudarse-comportamento-humano-afecta-biodiversidade-2130614,publico.pt,"[UNTRANSLATED] No Zoomarine , vai estudar - se como o comportamento humano afecta a biodiversidade"
Campanha  Resex,PERSON,15,30,simple,https://oimparcial.com.br/meio-ambiente/2025/04/campanha-resex-taua-mirim-ja-sera-lancada-no-maranhao/,oimparcial.com.br,"[UNTRANSLATED] Campanha  Resex Tauá - Mirim Já ! será lançada no dia 26 , em São Luís"
Fazenda Tambauzinho,PERSON,79,98,simple,https://paraiba.com.br/incra-cria-primeiro-assentamento-agroextrativista-da-paraiba-na-fazenda-tambauzinho-em-santa-rita/,paraiba.com.br,"[UNTRANSLATED] Incra cria primeiro assentamento agroextrativista da Paraíba na Fazenda Tambauzinho , em Santa Rita"
Santa Rita,PERSON,104,114,simple,https://paraiba.com.br/incra-cria-primeiro-assentamento-agroextrativista-da-paraiba-na-fazenda-tambauzinho-em-santa-rita/,paraiba.com.br,"[UNTRANSLATED] Incra cria primeiro assentamento agroextrativista da Paraíba na Fazenda Tambauzinho , em Santa Rita"
Trump Administration Celebrates,PERSON,15,46,simple,https://www.agweb.com/news/policy/politics/trump-administration-celebrates-earth-day-spotlighting-unfair-trade-practice,agweb.com,[UNTRANSLATED] Trump Administration Celebrates Earth Day by Spotlighting  Unfair Trade Practice That Harm Environment
Earth Day,PERSON,47,56,simple,https://www.agweb.com/news/policy/politics/trump-administration-celebrates-earth-day-spotlighting-unfair-trade-practice,agweb.com,[UNTRANSLATED] Trump Administration Celebrates Earth Day by Spotlighting  Unfair Trade Practice That Harm Environment
Spotlighting  Unfair Trade,PERSON,60,86,simple,https://www.agweb.com/news/policy/politics/trump-administration-celebrates-earth-day-spotlighting-unfair-trade-practice,agweb.com,[UNTRANSLATED] Trump Administration Celebrates Earth Day by Spotlighting  Unfair Trade Practice That Harm Environment
Practice That Harm,PERSON,87,105,simple,https://www.agweb.com/news/policy/politics/trump-administration-celebrates-earth-day-spotlighting-unfair-trade-practice,agweb.com,[UNTRANSLATED] Trump Administration Celebrates Earth Day by Spotlighting  Unfair Trade Practice That Harm Environment
Indonesia,LOCATION,15,24,simple,https://www.arabnews.com/node/2598056/world,arabnews.com,[UNTRANSLATED] Indonesia food plan risks  world largest  deforestation
Dakshina Kannada,PERSON,71,87,simple,https://timesofindia.indiatimes.com/city/mangaluru/geo-mapping-of-natural-rubber-plantations-to-begin-in-dakshina-kannada/articleshow/120673407.cms,timesofindia.indiatimes.com,[UNTRANSLATED] Geo - mapping of natural rubber plantations to begin in Dakshina Kannada | Mangaluru News
Mangaluru News,PERSON,90,104,simple,https://timesofindia.indiatimes.com/city/mangaluru/geo-mapping-of-natural-rubber-plantations-to-begin-in-dakshina-kannada/articleshow/120673407.cms,timesofindia.indiatimes.com,[UNTRANSLATED] Geo - mapping of natural rubber plantations to begin in Dakshina Kannada | Mangaluru News
Indonesia,LOCATION,15,24,simple,https://www.yahoo.com/news/indonesia-food-plan-risks-worlds-030354683.html,yahoo.com,[UNTRANSLATED] Indonesia food plan risks  world largest  deforestation
Earth Day,PERSON,41,50,simple,https://www.inforum.com/opinion/letters/letter-how-to-celebrate-earth-day,inforum.com,[UNTRANSLATED] Letter : How to celebrate Earth Day
Indonesia,LOCATION,15,24,simple,https://borneobulletin.com.bn/indonesia-food-plan-risks-worlds-largest-deforestation/,borneobulletin.com.bn,[UNTRANSLATED] Indonesia food plan risks  world largest  deforestation
Malaysia,LOCATION,28,36,simple,https://www.channelnewsasia.com/commentary/malaysia-visit-tourism-target-tourists-environmental-impact-5069236,channelnewsasia.com,[UNTRANSLATED] Commentary : Malaysia wants 35 million tourists in 2026 . Can its environment keep up ? 
Mumbai,LOCATION,31,37,simple,https://mid-day.com/mumbai/mumbai-news/article/mumbai-bring-back-harsh-fines-for-felling-trees-23523460,mid-day.com,[UNTRANSLATED] Demand grows in Mumbai to restore strict fines for illegal tree cutting
Malaysia,LOCATION,33,41,simple,https://www.straitstimes.com/asia/se-asia/malaria-threat-in-malaysia-currently-comes-from-macaques,straitstimes.com,[UNTRANSLATED] Malaria threat in Malaysia currently comes from macaques
Congo,LOCATION,44,49,simple,https://fr.allafrica.com/stories/202504270045.html,fr.allafrica.com,[UNTRANSLATED] Afrique Centrale : Bassin du Congo - Les forêts menacées de pertes majeures dici à 2050
Afrique Centrale,PERSON,15,31,simple,https://fr.allafrica.com/stories/202504270045.html,fr.allafrica.com,[UNTRANSLATED] Afrique Centrale : Bassin du Congo - Les forêts menacées de pertes majeures dici à 2050
Congo,LOCATION,25,30,simple,https://www.adiac-congo.com/content/bassin-du-congo-les-forets-menacees-de-pertes-majeures-dici-2050-164374,adiac-congo.com,[UNTRANSLATED] Bassin du Congo : les forêts menacées de pertes majeures dici à 2050 | adiac - congo . com : toute lactualité du Bassin du Congo
Ici On Agit,PERSON,24,35,simple,https://www.estrepublicain.fr/culture-loisirs/2025/04/24/ici-on-agit-t-es-rien-sans-la-terre-la-compagnie-qui-danse-pour-la-planete,estrepublicain.fr,"[UNTRANSLATED] Nancy .  Ici On Agit !  : Tes rien sans la Terre , la compagnie qui danse pour la planète"
Ici On Agit,PERSON,24,35,simple,https://www.republicain-lorrain.fr/culture-loisirs/2025/04/24/ici-on-agit-t-es-rien-sans-la-terre-la-compagnie-qui-danse-pour-la-planete,republicain-lorrain.fr,"[UNTRANSLATED] Nancy .  Ici On Agit !  : Tes rien sans la Terre , la compagnie qui danse pour la planète"
Amazon,ORGANIZATION,38,44,simple,https://www.telesurtv.net/amazonia-enfrenta-aumento-de-la-deforestacion/,telesurtv.net,[UNTRANSLATED] La deforestación en la Amazonía aumenta un 18 % entre agosto 2024 y marzo 2025
Puerto Rico,PERSON,40,51,simple,https://www.metro.pr/noticias/2025/04/22/cinco-frentes-en-los-que-puerto-rico-batalla-por-el-ambiente/,metro.pr,[UNTRANSLATED] Cinco frentes en los que Puerto Rico batalla por el ambiente
Honduras,LOCATION,15,23,simple,https://tiempo.hn/honduras-falla-en-su-lucha-contra-la-deforestacion-solo-5-de-18-acciones-cumplidas/,tiempo.hn,[UNTRANSLATED] Honduras falla en su lucha contra la deforestación : Solo 5 de 18 acciones cumplidas
Sierra Nevada,PERSON,35,48,simple,https://www.elespectador.com/ambiente/deforestacion-de-la-sierra-nevada-de-santa-marta-campesinos-lideran-restauracion-en-medio-de-la-violencia/,elespectador.com,[UNTRANSLATED] Deforestación de la Sierra Nevada de Santa Marta : campesinos lideran restauración en medio de la violencia
Santa Marta,PERSON,52,63,simple,https://www.elespectador.com/ambiente/deforestacion-de-la-sierra-nevada-de-santa-marta-campesinos-lideran-restauracion-en-medio-de-la-violencia/,elespectador.com,[UNTRANSLATED] Deforestación de la Sierra Nevada de Santa Marta : campesinos lideran restauración en medio de la violencia
Der Wald,PERSON,15,23,simple,https://www.dw.com/de/der-wald-zwischen-mythos-und-nutzfl%C3%A4che/a-50213156,dw.com,[UNTRANSLATED] Der Wald zwischen Mythos und Nutzfläche – DW – 29 . 08 . 2019
Wettinger Bahnhof,PERSON,29,46,simple,https://www.aargauerzeitung.ch/aargau/baden/wettingen-anzahl-parkplaetze-halbiert-bauprojekt-am-bahnhof-setzt-auf-mieter-ohne-auto-ld.2764075,aargauerzeitung.ch,[UNTRANSLATED] Bauprojekt am Wettinger Bahnhof setzt auf Mieter ohne Auto
Papst Franziskus,PERSON,15,31,simple,https://www.maz-online.de/wissen/papst-franziskus-wie-sein-engagement-fuer-den-klimaschutz-die-welt-veraenderte-IMXGTBEPTNEC7BLNCFNBYH5DCE.html,maz-online.de,[UNTRANSLATED] Papst Franziskus : Wie sein Engagement für den Klimaschutz die Welt veränderte
Papst Franziskus,PERSON,15,31,simple,https://www.goettinger-tageblatt.de/wissen/papst-franziskus-wie-sein-engagement-fuer-den-klimaschutz-die-welt-veraenderte-IMXGTBEPTNEC7BLNCFNBYH5DCE.html,goettinger-tageblatt.de,[UNTRANSLATED] Papst Franziskus : Wie sein Engagement für den Klimaschutz die Welt veränderte
France,LOCATION,43,49,simple,https://ilmanifesto.it/lecologia-integrale-di-papa-francesco-storia-di-una-conversione,ilmanifesto.it,[UNTRANSLATED] Lecologia integrale di Papa Francesco : storia di una conversione
Papa Francesco,PERSON,38,52,simple,https://ilmanifesto.it/lecologia-integrale-di-papa-francesco-storia-di-una-conversione,ilmanifesto.it,[UNTRANSLATED] Lecologia integrale di Papa Francesco : storia di una conversione
