text,type,start,end,method,article_url,article_domain,context
Piedras Negras,PERSON,155,169,simple,https://www.zocalo.com.mx/alcanza-a-los-pacientes-con-vih-desabasto-a-nivel-federal-asegura-coahuila-farmaco/,zocalo.com.mx,"[UNTRANSLATED] Alcanza a los pacientes con VIH desabasto a nivel federal ; asegura Coahuila fármaco – Periódico Zócalo | Noticias de Saltillo , Torreón , Piedras Negras , Monclova , Acuña"
Diario Hoy En,PERSON,60,73,simple,https://diariohoy.net/politica/amenaza-por-desabastecimiento-de-alimentos-269112,diariohoy.net,[UNTRANSLATED] Amenaza por desabastecimiento de alimentos - Diario Hoy En la noticia
Piedras Negras,PERSON,147,161,simple,https://www.zocalo.com.mx/paciente-espera-cirugia-en-el-imss-saltillo-por-desabasto-nacional-de-glicina/,zocalo.com.mx,"[UNTRANSLATED] Paciente espera cirugía en el IMSS Saltillo por desabasto nacional de glicina – Periódico Zócalo | Noticias de Saltillo , Torreón , Piedras Negras , Monclova , Acuña"
Berlin,LOCATION,15,21,simple,https://www.t-online.de/region/berlin/id_100690882/berlin-u-bahn-so-unzuverlaessig-wie-seit-jahren-nicht-das-sind-die-gruende.html,t-online.de,[UNTRANSLATED] Berlin : U - Bahn so unzuverlässig wie seit Jahren nicht – das sind die Gründe
Physician Assistants,PERSON,15,35,simple,https://www.echo-online.de:443/lokales/kreis-gross-gerau/landkreis-gross-gerau/physician-assistants-ungenutzte-chance-im-gesundheitswesen-4572478,echo-online.de,[UNTRANSLATED] Physician Assistants : Ungenutzte Chance im Gesundheitswesen
Ungenutzte Chance,PERSON,38,55,simple,https://www.echo-online.de:443/lokales/kreis-gross-gerau/landkreis-gross-gerau/physician-assistants-ungenutzte-chance-im-gesundheitswesen-4572478,echo-online.de,[UNTRANSLATED] Physician Assistants : Ungenutzte Chance im Gesundheitswesen
Physician Assistants,PERSON,15,35,simple,https://www.echo-online.de/lokales/kreis-gross-gerau/landkreis-gross-gerau/physician-assistants-ungenutzte-chance-im-gesundheitswesen-4572478,echo-online.de,[UNTRANSLATED] Physician Assistants : Ungenutzte Chance im Gesundheitswesen
Ungenutzte Chance,PERSON,38,55,simple,https://www.echo-online.de/lokales/kreis-gross-gerau/landkreis-gross-gerau/physician-assistants-ungenutzte-chance-im-gesundheitswesen-4572478,echo-online.de,[UNTRANSLATED] Physician Assistants : Ungenutzte Chance im Gesundheitswesen
Intel,ORGANIZATION,24,29,simple,https://www.3dmgame.com/news/202504/3918913.html,3dmgame.com,[UNTRANSLATED] 新处理器销售遇冷 Intel称客户偏爱买老CPU _ 3DM单机
Intel,ORGANIZATION,25,30,simple,https://finance.sina.com.cn/tech/discovery/2025-04-25/doc-ineukhfx2076693.shtml,finance.sina.com.cn,[UNTRANSLATED] 新处理器不好卖 ！ Intel ： 客户都在买老CPU
Bollini Rosa,PERSON,59,71,simple,https://www.iodonna.it/benessere/salute-e-psicologia/2025/04/27/carenza-ferro-stanchezza-visite-prevenzione/,iodonna.it,[UNTRANSLATED] Carenza di ferro e stanchezza : liniziativa Bollini Rosa
Polizia Stradale,PERSON,56,72,simple,https://www.strettoweb.com/2025/04/cosenza-carenza-cronica-agenti-polizia-stradale-allarme-siulp/1902354/,strettoweb.com,"[UNTRANSLATED] Cosenza , carenza cronica di agenti alla Polizia Stradale"
Gad Lerner,PERSON,15,25,simple,https://www.imolaoggi.it/2025/04/22/gad-lerner-lascia-il-fatto-distanza-dalla-linea-del-giornale/,imolaoggi.it,"[UNTRANSLATED] Gad Lerner lascia  Il Fatto ,  distanza dalla linea del giornale  • Imola Oggi"
Il Fatto,PERSON,34,42,simple,https://www.imolaoggi.it/2025/04/22/gad-lerner-lascia-il-fatto-distanza-dalla-linea-del-giornale/,imolaoggi.it,"[UNTRANSLATED] Gad Lerner lascia  Il Fatto ,  distanza dalla linea del giornale  • Imola Oggi"
Imola Oggi,PERSON,83,93,simple,https://www.imolaoggi.it/2025/04/22/gad-lerner-lascia-il-fatto-distanza-dalla-linea-del-giornale/,imolaoggi.it,"[UNTRANSLATED] Gad Lerner lascia  Il Fatto ,  distanza dalla linea del giornale  • Imola Oggi"
Rudy Zerbi,PERSON,25,35,simple,https://www.ilsussidiario.net/news/dove-vive-rudy-zerbi-la-casa-del-professore-di-amici-24-nel-cuore-di-roma/2825227/,ilsussidiario.net,[UNTRANSLATED] Dove vive Rudy Zerbi / La casa del professore di Amici 24 nel cuore di Roma
Barra Da Rocha,PERSON,15,29,simple,https://www.bahianoticias.com.br/tags/barra-da-rocha,bahianoticias.com.br,[UNTRANSLATED] Barra Da Rocha - Tag - Bahia Notícias
Rio De Pires,PERSON,15,27,simple,https://www.bahianoticias.com.br/tags/rio-de-pires,bahianoticias.com.br,[UNTRANSLATED] Rio De Pires - Tag - Bahia Notícias
Iran,LOCATION,29,33,simple,https://www.yahoo.com/news/explosions-iranian-port-leave-hundreds-122215179.html,yahoo.com,[UNTRANSLATED] Explosions at Iranian port leave hundreds injured
Iran,LOCATION,59,63,simple,https://www.breakingnews.ie/world/four-people-dead-after-massive-explosion-at-iranian-port-1756287.html,breakingnews.ie,[UNTRANSLATED] Four people dead after massive explosion at Iranian port
Iran,LOCATION,68,72,simple,https://www.extremnews.com/nachrichten/weltgeschehen/f09c1a0236212f2,extremnews.com,[UNTRANSLATED] Cyberangriff auf Grünen - Europaabgeordnete wohl vom Iran gesteuert
Evotec Aktie,PERSON,15,27,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65196748-evotec-aktie-weiter-im-erholungsmodus-heute-hilft-vielelicht-75-mio-usd-milestonezahlung-617.htm,finanznachrichten.de,[UNTRANSLATED] Evotec Aktie weiter im Erholungsmodus ? Heute hilft vielelicht 75 Mio USD Milestonezahlung ? 
Siemens,ORGANIZATION,99,106,simple,https://www.deraktionaer.de/artikel/maerkte-forex-zinsen/dax-leidet-unter-trump-airbus-allianz-bvb-deutsche-telekom-renk-sap-und-siemens-energy-20378744.html,deraktionaer.de,"[UNTRANSLATED] DAX leidet unter Trump – Airbus , Allianz , BVB , Deutsche Telekom , Renk , SAP und Siemens Energy"
Airbus,ORGANIZATION,40,46,simple,https://www.deraktionaer.de/artikel/maerkte-forex-zinsen/dax-leidet-unter-trump-airbus-allianz-bvb-deutsche-telekom-renk-sap-und-siemens-energy-20378744.html,deraktionaer.de,"[UNTRANSLATED] DAX leidet unter Trump – Airbus , Allianz , BVB , Deutsche Telekom , Renk , SAP und Siemens Energy"
Deutsche Telekom,PERSON,65,81,simple,https://www.deraktionaer.de/artikel/maerkte-forex-zinsen/dax-leidet-unter-trump-airbus-allianz-bvb-deutsche-telekom-renk-sap-und-siemens-energy-20378744.html,deraktionaer.de,"[UNTRANSLATED] DAX leidet unter Trump – Airbus , Allianz , BVB , Deutsche Telekom , Renk , SAP und Siemens Energy"
Siemens Energy,PERSON,99,113,simple,https://www.deraktionaer.de/artikel/maerkte-forex-zinsen/dax-leidet-unter-trump-airbus-allianz-bvb-deutsche-telekom-renk-sap-und-siemens-energy-20378744.html,deraktionaer.de,"[UNTRANSLATED] DAX leidet unter Trump – Airbus , Allianz , BVB , Deutsche Telekom , Renk , SAP und Siemens Energy"
China,LOCATION,30,35,simple,https://www.derstandard.at/consent/tcf/story/3000000267274/hackingversuch-chinas-gegen-uiguren-aufgedeckt,derstandard.at,[UNTRANSLATED] Hackingversuch Chinas gegen Uiguren aufgedeckt
Hackingversuch Chinas,PERSON,15,36,simple,https://www.derstandard.at/consent/tcf/story/3000000267274/hackingversuch-chinas-gegen-uiguren-aufgedeckt,derstandard.at,[UNTRANSLATED] Hackingversuch Chinas gegen Uiguren aufgedeckt
