text,type,start,end,method,article_url,article_domain,context
Colombia,LOCATION,15,23,simple,https://www.larepublica.co/globoeconomia/paises-con-mayor-representacion-en-la-demanda-de-talento-digital-en-latinoamerica-4120484,larepublica.co,"[UNTRANSLATED] Colombia , entre los países con mayor representación en la demanda de talento digital"
Santander,ORGANIZATION,30,39,simple,https://www.las2orillas.co/el-pueblito-de-santander-conocido-como-el-londres-de-latinoamerica-es-cerca-a-barichara/,las2orillas.co,[UNTRANSLATED] El pueblito de Santander conocido como el Londrés de Latinoamérica ; es cerca a Barichara
Bolivia,LOCATION,31,38,simple,https://www.lostiempos.com/doble-click/cultura/20250427/latinoamerica-bolivia-ocupa-puesto-10-indice-calidad-vida-2025,lostiempos.com,[UNTRANSLATED] Latinoamérica : Bolivia ocupa el puesto 10 en el índice de calidad de vida en 2025
Las Tres Anclas,PERSON,15,30,simple,https://www.ambito.com/economia/las-tres-anclas-lanzan-un-streaming-economico-asesores-luis-caputo-n6137787,ambito.com,[UNTRANSLATED] Las Tres Anclas : lanzan un streaming económico con asesores de Luis Caputo
Luis Caputo,PERSON,79,90,simple,https://www.ambito.com/economia/las-tres-anclas-lanzan-un-streaming-economico-asesores-luis-caputo-n6137787,ambito.com,[UNTRANSLATED] Las Tres Anclas : lanzan un streaming económico con asesores de Luis Caputo
Costa Rica,LOCATION,96,106,simple,https://www.elfinancierocr.com/finanzas/numbeo-revela-cual-es-el-pais-mas-caro-de/6MHIEOUSQ5AHHHMIS6AZO4GYRM/story/,elfinancierocr.com,[UNTRANSLATED] Numbeo revela cuál es el país más caro de Latinoamérica : vea qué posición tiene Costa Rica
Juan Ariel,PERSON,30,40,simple,https://hoy.com.do/lo-que-propone-juan-ariel-jimenez-ante-politica-de-aranceles-de-ee-uu/,hoy.com.do,[UNTRANSLATED] Lo que propone Juan Ariel Jiménez ante política de aranceles de EE . UU . 
Papst Franziskus,PERSON,15,31,simple,https://web.de/magazine/unterhaltung/stars/papst-franziskus-siebentaegige-staatstrauer-argentinien-40900524,web.de,[UNTRANSLATED] Papst Franziskus : Siebentägige Staatstrauer in Argentinien
Papst Franziskus,PERSON,15,31,simple,https://www.gmx.at/magazine/unterhaltung/stars/papst-franziskus-siebentaegige-staatstrauer-argentinien-40900524,gmx.at,[UNTRANSLATED] Papst Franziskus : Siebentägige Staatstrauer in Argentinien
Papst Franziskus,PERSON,15,31,simple,https://www.brigitte.de/aktuell/papst-franziskus--siebentaegige-staatstrauer-in-argentinien-angekuendigt-13977972.html,brigitte.de,[UNTRANSLATED] Papst Franziskus : Siebentägige Staatstrauer in Argentinien angekündigt
Papst Franziskus,PERSON,15,31,simple,https://www.gala.de/stars/news/papst-franziskus--siebentaegige-staatstrauer-in-argentinien-24354538.html,gala.de,[UNTRANSLATED] Papst Franziskus : Siebentägige Staatstrauer in Argentinien
Papst Franziskus,PERSON,15,31,simple,https://www.deutschlandfunk.de/zum-tod-des-papstes-was-hinterlaesst-franziskus-100.html,deutschlandfunk.de,[UNTRANSLATED] Papst Franziskus gestorben : Was hinterlässt er ? 
The News Lens,PERSON,69,82,simple,https://www.thenewslens.com/article/252127,thenewslens.com,[UNTRANSLATED]  《 金融時報 》： Spotify計畫6月於歐洲 、 拉丁美洲地區漲價 ， 美國用戶不受影響 - TNL The News Lens 關鍵評論網
Miami,LOCATION,82,87,simple,https://www.forbes.com/sites/amberlovebond/2025/04/25/food-wine-and-fete-festival-brings-caribbean-flair-and-soca-to-miami/,forbes.com,"[UNTRANSLATED] Food , Wine , And Fete Festival Brings Caribbean Flair And Soca To Miami"
And Fete Festival,PERSON,29,46,simple,https://www.forbes.com/sites/amberlovebond/2025/04/25/food-wine-and-fete-festival-brings-caribbean-flair-and-soca-to-miami/,forbes.com,"[UNTRANSLATED] Food , Wine , And Fete Festival Brings Caribbean Flair And Soca To Miami"
Brings Caribbean Flair,PERSON,47,69,simple,https://www.forbes.com/sites/amberlovebond/2025/04/25/food-wine-and-fete-festival-brings-caribbean-flair-and-soca-to-miami/,forbes.com,"[UNTRANSLATED] Food , Wine , And Fete Festival Brings Caribbean Flair And Soca To Miami"
And Soca To,PERSON,70,81,simple,https://www.forbes.com/sites/amberlovebond/2025/04/25/food-wine-and-fete-festival-brings-caribbean-flair-and-soca-to-miami/,forbes.com,"[UNTRANSLATED] Food , Wine , And Fete Festival Brings Caribbean Flair And Soca To Miami"
Caribbean Airlines,ORGANIZATION,15,33,simple,https://www.guardian.co.tt/news/caribbean-airlines-pilots-receive-retroactive-pay-increase-6.2.2289590.9ebcb1e613,guardian.co.tt,[UNTRANSLATED] Caribbean Airlines pilots receive retroactive pay increase
Petites Antilles,PERSON,64,80,simple,https://www.techno-science.net/forum/viewtopic.php,techno-science.net,[UNTRANSLATED]  [ News ] Découverte tectonique majeure sous les Petites Antilles 🌍
Shell,ORGANIZATION,15,20,simple,https://www.zonebourse.com/cours/action/SHELL-PLC-130945922/actualite/Shell-se-retire-de-plusieurs-projets-de-gaz-naturel-offshore-en-Colombie-49714957/,zonebourse.com,[UNTRANSLATED] Shell se retire de plusieurs projets de gaz naturel offshore en Colombie
Shell,ORGANIZATION,15,20,simple,https://www.boursorama.com/actualite-economique/actualites/shell-se-retire-de-plusieurs-projets-de-gaz-naturel-offshore-en-colombie-c92f741dfe4414a66d940843fde0221c,boursorama.com,[UNTRANSLATED] Shell se retire de plusieurs projets de gaz naturel offshore en Colombie - 25 / 04 / 2025 à 08 : 35
Koze Kilti,PERSON,15,25,simple,https://www.rfi.fr/fr/podcasts/koze-kilti/20250426-koze-kilti-%C3%A0-montr%C3%A9al-%E2%80%93-cidihca-pr%C3%A9server-la-m%C3%A9moire,rfi.fr,"[UNTRANSLATED] Koze Kilti à Montréal – CIDIHCA , préserver la mémoire"
Dominique Balmy,PERSON,15,30,simple,https://www.sudouest.fr:443/dordogne/rouffignac-saint-cernin-de-reilhac/dominique-balmy-de-rouffignac-saint-cernin-de-reilhac-sacre-roi-du-boudin-traditionnel-24024137.php,sudouest.fr,"[UNTRANSLATED] Dominique Balmy , de Rouffignac - Saint - Cernin - de - Reilhac , sacré roi du boudin traditionnel"
Mein Schiff,PERSON,34,45,simple,https://www.t-online.de/region/bremen/id_100688174/bremerhaven-begruesst-mein-schiff-2-erstmals-am-kreuzfahrtterminal.html,t-online.de,[UNTRANSLATED] Bremerhaven begrt  Mein Schiff 2  erstmals am Kreuzfahrtterminal
Traumhafte Landungen,PERSON,15,35,simple,https://www.haz.de/reise/traumhafte-landungen-die-top-10-der-schoensten-anfluege-VWJZI7P23VEVZKWUF2TOPZKKOM.html,haz.de,[UNTRANSLATED] Traumhafte Landungen : Die Top 10 der schönsten Anflüge
Die Top,PERSON,38,45,simple,https://www.haz.de/reise/traumhafte-landungen-die-top-10-der-schoensten-anfluege-VWJZI7P23VEVZKWUF2TOPZKKOM.html,haz.de,[UNTRANSLATED] Traumhafte Landungen : Die Top 10 der schönsten Anflüge
Traumhafte Landungen,PERSON,15,35,simple,https://www.ln-online.de/reise/traumhafte-landungen-die-top-10-der-schoensten-anfluege-VWJZI7P23VEVZKWUF2TOPZKKOM.html,ln-online.de,[UNTRANSLATED] Traumhafte Landungen : Die Top 10 der schönsten Anflüge
Die Top,PERSON,38,45,simple,https://www.ln-online.de/reise/traumhafte-landungen-die-top-10-der-schoensten-anfluege-VWJZI7P23VEVZKWUF2TOPZKKOM.html,ln-online.de,[UNTRANSLATED] Traumhafte Landungen : Die Top 10 der schönsten Anflüge
Traumhafte Landungen,PERSON,15,35,simple,https://www.waz-online.de/reise/traumhafte-landungen-die-top-10-der-schoensten-anfluege-VWJZI7P23VEVZKWUF2TOPZKKOM.html,waz-online.de,[UNTRANSLATED] Traumhafte Landungen : Die Top 10 der schönsten Anflüge
Die Top,PERSON,38,45,simple,https://www.waz-online.de/reise/traumhafte-landungen-die-top-10-der-schoensten-anfluege-VWJZI7P23VEVZKWUF2TOPZKKOM.html,waz-online.de,[UNTRANSLATED] Traumhafte Landungen : Die Top 10 der schönsten Anflüge
