text,type,start,end,method,article_url,article_domain,context
Gilmar Mendes,PERSON,15,28,simple,https://gauchazh.clicrbs.com.br/politica/noticia/2025/04/gilmar-mendes-recua-e-mantem-julgamento-da-prisao-de-collor-no-plenario-virtual-cm9yxpd6c00eb013kt68t0hd4.html,gauchazh.clicrbs.com.br,[UNTRANSLATED] Gilmar Mendes recua e mantém julgamento da prisão de Collor no plenário virtual
Roberta Dias,PERSON,34,46,simple,https://g1.globo.com/al/alagoas/noticia/2025/04/25/julgamento-do-caso-roberta-dias-deve-ser-concluido-nesta-sexta-feira-em-al.ghtml,g1.globo.com,[UNTRANSLATED] Julgamento do caso Roberta Dias deve ser concluído nesta sexta - feira em AL
Filipe Martins,PERSON,37,51,simple,https://www.correio24horas.com.br/brasil/moraes-nega-pedido-de-filipe-martins-para-circular-livremente-em-brasilia-durante-julgamento-0425,correio24horas.com.br,[UNTRANSLATED] Moraes nega pedido de Filipe Martins para circular livremente em Brasília durante julgamento
Filipe Martins,PERSON,37,51,simple,https://www.correiobraziliense.com.br/politica/2025/04/7117745-moraes-nega-pedido-de-filipe-martins-para-circular-em-brasilia.html,correiobraziliense.com.br,[UNTRANSLATED] Moraes nega pedido de Filipe Martins para circular em Brasília
India,LOCATION,110,115,simple,https://www.hindustantimes.com/india-news/are-all-arrests-vitiated-if-cops-don-t-give-grounds-of-arrest-sc-reserves-order-101745343757492.html,hindustantimes.com,[UNTRANSLATED] Are all arrests vitiated if cops dont give grounds of arrest ? SC reserves order | Latest News India
Latest News India,PERSON,98,115,simple,https://www.hindustantimes.com/india-news/are-all-arrests-vitiated-if-cops-don-t-give-grounds-of-arrest-sc-reserves-order-101745343757492.html,hindustantimes.com,[UNTRANSLATED] Are all arrests vitiated if cops dont give grounds of arrest ? SC reserves order | Latest News India
Supreme Court,ORGANIZATION,79,92,simple,https://www.thehindu.com/news/national/grounds-of-arrest-to-accused-we-want-to-strike-balance-says-supreme-court/article69481056.ece,thehindu.com,"[UNTRANSLATED] Grounds of arrest to accused : We want to strike balance , says Supreme Court"
Supreme Court,LOCATION,79,92,simple,https://www.thehindu.com/news/national/grounds-of-arrest-to-accused-we-want-to-strike-balance-says-supreme-court/article69481056.ece,thehindu.com,"[UNTRANSLATED] Grounds of arrest to accused : We want to strike balance , says Supreme Court"
Mahmoud Khalil,PERSON,54,68,simple,https://www.independent.co.uk/news/world/americas/us-politics/mahmoud-khalil-arrest-ice-warrant-b2739482.html,independent.co.uk,[UNTRANSLATED] ICE did not have warrant for arresting Mahmoud Khalil - but Homeland Security claims it did not need one
Homeland Security,PERSON,75,92,simple,https://www.independent.co.uk/news/world/americas/us-politics/mahmoud-khalil-arrest-ice-warrant-b2739482.html,independent.co.uk,[UNTRANSLATED] ICE did not have warrant for arresting Mahmoud Khalil - but Homeland Security claims it did not need one
BMW,ORGANIZATION,54,57,simple,https://timesofindia.indiatimes.com/city/mumbai/most-inhuman-sc-denies-bail-in-worli-bmw-hit-n-run/articleshow/120529166.cms,timesofindia.indiatimes.com,[UNTRANSLATED] One of the most gruesome cases : SC on BMW hit -&- run | Mumbai News
Mumbai,LOCATION,72,78,simple,https://timesofindia.indiatimes.com/city/mumbai/most-inhuman-sc-denies-bail-in-worli-bmw-hit-n-run/articleshow/120529166.cms,timesofindia.indiatimes.com,[UNTRANSLATED] One of the most gruesome cases : SC on BMW hit -&- run | Mumbai News
Mumbai News,PERSON,72,83,simple,https://timesofindia.indiatimes.com/city/mumbai/most-inhuman-sc-denies-bail-in-worli-bmw-hit-n-run/articleshow/120529166.cms,timesofindia.indiatimes.com,[UNTRANSLATED] One of the most gruesome cases : SC on BMW hit -&- run | Mumbai News
FBI,ORGANIZATION,15,18,simple,https://www.mlive.com/news/2025/04/judge-arrested-for-allegedly-obstructing-ice-operation-at-courthouse.html,mlive.com,[UNTRANSLATED] FBI director says judge arrested for alleged obstruction during ICE operation
Karnataka High Court,LOCATION,162,182,simple,https://www.thehindu.com/news/national/karnataka/all-accused-in-custody-can-question-lawfulness-of-arrest-for-non-service-of-reasons-in-writing-even-if-they-were-arrested-before-may-15-2024-karnataka-high-court/article69490945.ece,thehindu.com,"[UNTRANSLATED] All accused in custody can question lawfulness of arrest for non - service of reasons in writing even if they were arrested before May 15 , 2024 : Karnataka High Court"
Mahmoud Khalil,PERSON,97,111,simple,https://www.livemint.com/news/us-news/there-was-flight-risk-us-says-warrantless-arrest-of-columbia-student-activist-mahmoud-khalil-was-necessary-11745553126989.html,livemint.com,[UNTRANSLATED]   There was flight risk : US says warrantless arrest of Columbia student activist Mahmoud Khalil was necessary
FBI,ORGANIZATION,95,98,simple,https://www.al.com/politics/2025/04/americas-gestapo-political-influencers-react-to-milwaukee-judge-hannah-dugans-fbi-arrest.html,al.com,[UNTRANSLATED]   America Gestapo : Political influencers react to Milwaukee Judge Hannah Dugan FBI arrest
Milwaukee,LOCATION,66,75,simple,https://www.al.com/politics/2025/04/americas-gestapo-political-influencers-react-to-milwaukee-judge-hannah-dugans-fbi-arrest.html,al.com,[UNTRANSLATED]   America Gestapo : Political influencers react to Milwaukee Judge Hannah Dugan FBI arrest
America Gestapo,PERSON,17,32,simple,https://www.al.com/politics/2025/04/americas-gestapo-political-influencers-react-to-milwaukee-judge-hannah-dugans-fbi-arrest.html,al.com,[UNTRANSLATED]   America Gestapo : Political influencers react to Milwaukee Judge Hannah Dugan FBI arrest
Milwaukee Judge Hannah,PERSON,66,88,simple,https://www.al.com/politics/2025/04/americas-gestapo-political-influencers-react-to-milwaukee-judge-hannah-dugans-fbi-arrest.html,al.com,[UNTRANSLATED]   America Gestapo : Political influencers react to Milwaukee Judge Hannah Dugan FBI arrest
FBI,ORGANIZATION,15,18,simple,https://news.webindia123.com/news/Articles/World/20250426/4310976.html,news.webindia123.com,[UNTRANSLATED] FBI arrests Wisconsin judge for allegedly obstructing immigration agents
FBI,ORGANIZATION,45,48,simple,https://www.huffingtonpost.fr/international/article/l-arrestation-d-une-juge-par-le-fbi-nouvelle-etape-dans-la-lutte-de-donald-trump-contre-la-justice_249267.html,huffingtonpost.fr,"[UNTRANSLATED] Larrestation dune juge par le FBI , nouvelle étape dans la lutte de Donald Trump contre la justice"
Donald Trump,PERSON,83,95,simple,https://www.huffingtonpost.fr/international/article/l-arrestation-d-une-juge-par-le-fbi-nouvelle-etape-dans-la-lutte-de-donald-trump-contre-la-justice_249267.html,huffingtonpost.fr,"[UNTRANSLATED] Larrestation dune juge par le FBI , nouvelle étape dans la lutte de Donald Trump contre la justice"
