text,type,start,end,method,article_url,article_domain,context
Smart Living,PERSON,59,71,simple,https://www.borsaitaliana.it/borsa/notizie/radiocor/finanza/dettaglio/radio24-il-29-aprile-digital-round-table--smart-living-comfort-abitativo-e-climatizzazione-nRC_21042025_1218_179133537.html,borsaitaliana.it,[UNTRANSLATED] Radio24 : il 29 aprile digital round table  Smart Living : comfort abitativo e climatizzazione  
Aurora,LOCATION,69,75,simple,https://www.quotidianopiemontese.it/2025/04/27/torino-il-mercato-immobiliare-cresce-soprattutto-in-aurora-barriera-e-falchera/,quotidianopiemontese.it,"[UNTRANSLATED] Torino : il mercato immobiliare cresce soprattutto in Aurora , Barriera e Falchera"
Beatriz Cavalcante,PERSON,73,91,simple,https://mais.opovo.com.br/colunistas/beatriz-cavalcante/2025/04/21/novo-programa-de-moradia-vai-ser-anunciado-em-fortaleza.html,mais.opovo.com.br,[UNTRANSLATED] Novo programa de moradia vai ser anunciado em Fortaleza | Beatriz Cavalcante
Bajaj Finance,PERSON,15,28,simple,https://www.livemint.com/market/stock-market-news/bajaj-finance-shares-in-focus-as-board-sets-date-to-consider-interim-dividend-bonus-shares-stock-split-11745459000720.html,livemint.com,"[UNTRANSLATED] Bajaj Finance shares in focus as board sets date to consider interim dividend , bonus shares , stock split"
MIT,ORGANIZATION,43,46,simple,https://www.moneycontrol.com/bonds/corporate-bonds/9-5-nido-home-finance-limited-03-jul-2026/INE530L07749,moneycontrol.com,"[UNTRANSLATED] 9 . 5 % NIDO HOME FINANCE LIMITED 03 / Jul / 2026 Bond Price , Coupon Rate , Issue Date , Maturity Date"
Bond Price,PERSON,65,75,simple,https://www.moneycontrol.com/bonds/corporate-bonds/9-5-nido-home-finance-limited-03-jul-2026/INE530L07749,moneycontrol.com,"[UNTRANSLATED] 9 . 5 % NIDO HOME FINANCE LIMITED 03 / Jul / 2026 Bond Price , Coupon Rate , Issue Date , Maturity Date"
Issue Date,PERSON,92,102,simple,https://www.moneycontrol.com/bonds/corporate-bonds/9-5-nido-home-finance-limited-03-jul-2026/INE530L07749,moneycontrol.com,"[UNTRANSLATED] 9 . 5 % NIDO HOME FINANCE LIMITED 03 / Jul / 2026 Bond Price , Coupon Rate , Issue Date , Maturity Date"
Maturity Date,PERSON,105,118,simple,https://www.moneycontrol.com/bonds/corporate-bonds/9-5-nido-home-finance-limited-03-jul-2026/INE530L07749,moneycontrol.com,"[UNTRANSLATED] 9 . 5 % NIDO HOME FINANCE LIMITED 03 / Jul / 2026 Bond Price , Coupon Rate , Issue Date , Maturity Date"
Dan Son,PERSON,47,54,simple,https://www.marketscreener.com/quote/stock/US-BANCORP-47501/news/US-Bancorp-U-S-Bank-names-Dan-Son-head-of-Working-Capital-Finance-49715204/,marketscreener.com,[UNTRANSLATED] US Bancorp : U . S . Bank names Dan Son head of Working Capital Finance
Working Capital Finance,PERSON,63,86,simple,https://www.marketscreener.com/quote/stock/US-BANCORP-47501/news/US-Bancorp-U-S-Bank-names-Dan-Son-head-of-Working-Capital-Finance-49715204/,marketscreener.com,[UNTRANSLATED] US Bancorp : U . S . Bank names Dan Son head of Working Capital Finance
Acquis Data Services,ORGANIZATION,15,35,simple,https://finance.yahoo.com/news/acquis-data-services-adds-portfolio-144745760.html,finance.yahoo.com,[UNTRANSLATED] Acquis Data Services adds portfolio monitoring feature to Lumia platform
Canberra,LOCATION,87,95,simple,https://www.canberratimes.com.au/story/8910158/finance-criticised-for-modern-slavery-risks-in-cleaning-contracts/,canberratimes.com.au,[UNTRANSLATED] Finance criticised for modern slavery risks in cleaning contracts | The Canberra Times
The Canberra Times,PERSON,83,101,simple,https://www.canberratimes.com.au/story/8910158/finance-criticised-for-modern-slavery-risks-in-cleaning-contracts/,canberratimes.com.au,[UNTRANSLATED] Finance criticised for modern slavery risks in cleaning contracts | The Canberra Times
Meanings Capital Partners,ORGANIZATION,15,40,simple,https://www.zonebourse.com/actualite-bourse/Meanings-Capital-Partners-annonce-7-promotions-49708093/,zonebourse.com,[UNTRANSLATED] Meanings Capital Partners annonce 7 promotions
Vanessa Matz,PERSON,37,49,simple,https://www.dhnet.be/regions/luxembourg/2025/04/23/visite-de-la-ministre-vanessa-matz-lancrage-des-services-du-spf-finances-a-arlon-est-confirme-a-court-et-a-long-terme-AFDG6WMOGZF67BCACL6ZV5WIOQ/,dhnet.be,"[UNTRANSLATED] Visite de la ministre Vanessa Matz : lancrage des services du SPF finances à Arlon est confirmé , à court et à long terme"
Volvo,ORGANIZATION,41,46,simple,https://www.zonebourse.com/cours/action/AB-VOLVO-6492152/actualite/Le-directeur-financier-de-Volvo-Mats-Backman-achete-ses-premieres-actions-pour-3-9-millions-de-c-49721761/,zonebourse.com,"[UNTRANSLATED] Le directeur financier de Volvo , Mats Backman , achète ses premières actions pour 3 , 9 millions de couronnes suédoises . "
Mats Backman,PERSON,49,61,simple,https://www.zonebourse.com/cours/action/AB-VOLVO-6492152/actualite/Le-directeur-financier-de-Volvo-Mats-Backman-achete-ses-premieres-actions-pour-3-9-millions-de-c-49721761/,zonebourse.com,"[UNTRANSLATED] Le directeur financier de Volvo , Mats Backman , achète ses premières actions pour 3 , 9 millions de couronnes suédoises . "
Marine Le Pen,PERSON,31,44,simple,https://www.sudouest.fr:443/international/europe/condamnation-de-marine-le-pen-et-du-rn-le-parlement-europeen-reclame-3-5-millions-d-euros-de-dommages-et-interets-24138065.php,sudouest.fr,"[UNTRANSLATED] Condamnation de Marine Le Pen et du RN  : le Parlement européen réclame 3 , 5 millions deuros de dommages et intérêts"
Buy America,PERSON,30,41,simple,https://www.bfmtv.com/economie/replay-emissions/c-est-votre-argent/les-marches-buy-america-ou-sell-america-25-04_EN-202504250776.html,bfmtv.com,[UNTRANSLATED] Les marchés :  Buy America  ou  Sell America  ? – 25 / 04
Sell America,PERSON,47,59,simple,https://www.bfmtv.com/economie/replay-emissions/c-est-votre-argent/les-marches-buy-america-ou-sell-america-25-04_EN-202504250776.html,bfmtv.com,[UNTRANSLATED] Les marchés :  Buy America  ou  Sell America  ? – 25 / 04
Luis Caputo,PERSON,15,26,simple,https://www.perfil.com/noticias/economia/caputo-viaja-a-estados-unidos-para-reunirse-con-el-fmi-y-el-banco-mundial-tras-la-flexibilizacion-del-cepo.phtml,perfil.com,[UNTRANSLATED] Luis Caputo viaja a Estados Unidos para reunirse con el FMI y el Banco Mundial tras la flexibilización del cepo
