text,type,start,end,method,article_url,article_domain,context
CNN,ORGANIZATION,23,26,simple,https://arabic.cnn.com/world/article/2025/04/24/prominent-role-of-pete-hegseths-wife-at-pentagon-draws-scrutiny,arabic.cnn.com,[UNTRANSLATED] مصادر لـCNN : الدور  البارز  لزوجة وزير الدفاع الأمريكي في  البنتاغون  يثير جدلا
ABC,ORGANIZATION,15,18,simple,https://www.nikkan-gendai.com/articles/view/geino/370905,nikkan-gendai.com,[UNTRANSLATED] ABCマートが榎本加奈子 、 畑野ひろ子を起用 … タレント社外取締役は 「 お飾り 」 か 「 広告塔 」 か｜日刊ゲンダイDIGITAL
Sponichi Annex,PERSON,71,85,simple,https://www.sponichi.co.jp/entertainment/news/2025/04/23/kiji/20250423s00041000173000c.html,sponichi.co.jp,[UNTRANSLATED] 鈴木おさむ氏 退職代行大使任命に 「 大変光栄 」「 退職はネガティブなものと思われがちですが 」― スポニチ Sponichi Annex 芸能
Winnipeg Free Press,PERSON,59,78,simple,https://www.winnipegfreepress.com/opinion/analysis/2025/04/23/law-brings-campaign-finance-rules-in-line,winnipegfreepress.com,[UNTRANSLATED] Law brings campaign finance rules in line – Winnipeg Free Press
Hardberger Park,LOCATION,38,53,simple,https://www.ksat.com/news/local/2025/04/23/free-film-town-hall-at-hardberger-park-will-tackle-incentives-legislation-involvement/,ksat.com,"[UNTRANSLATED] Free film town hall at Hardberger Park will tackle incentives , legislation involvement"
San Francisco,LOCATION,15,28,simple,https://www.yahoo.com/news/san-francisco-supervisors-want-distribute-010127116.html,yahoo.com,[UNTRANSLATED] San Francisco supervisors want to distribute homeless shelters throughout the city
Russia,LOCATION,79,85,simple,https://www.yahoo.com/news/shaheen-calls-bipartisan-support-secondary-173550753.html,yahoo.com,[UNTRANSLATED] Shaheen calls for bipartisan support for secondary sanctions on Russia as Putin  drags his feet  
American Enterprise Institute,ORGANIZATION,125,154,simple,https://www.aei.org/opportunity-social-mobility/in-opposing-last-months-continuing-resolution-nearly-all-democrats-voted-to-shut-down-welfare-checks-too/,aei.org,"[UNTRANSLATED] In Opposing Last Month Continuing Resolution , Nearly All Democrats Voted to Shut Down Welfare Checks , Too | American Enterprise Institute"
In Opposing Last,PERSON,15,31,simple,https://www.aei.org/opportunity-social-mobility/in-opposing-last-months-continuing-resolution-nearly-all-democrats-voted-to-shut-down-welfare-checks-too/,aei.org,"[UNTRANSLATED] In Opposing Last Month Continuing Resolution , Nearly All Democrats Voted to Shut Down Welfare Checks , Too | American Enterprise Institute"
Nearly All Democrats,PERSON,62,82,simple,https://www.aei.org/opportunity-social-mobility/in-opposing-last-months-continuing-resolution-nearly-all-democrats-voted-to-shut-down-welfare-checks-too/,aei.org,"[UNTRANSLATED] In Opposing Last Month Continuing Resolution , Nearly All Democrats Voted to Shut Down Welfare Checks , Too | American Enterprise Institute"
Shut Down Welfare,PERSON,92,109,simple,https://www.aei.org/opportunity-social-mobility/in-opposing-last-months-continuing-resolution-nearly-all-democrats-voted-to-shut-down-welfare-checks-too/,aei.org,"[UNTRANSLATED] In Opposing Last Month Continuing Resolution , Nearly All Democrats Voted to Shut Down Welfare Checks , Too | American Enterprise Institute"
Ottawa,LOCATION,15,21,simple,https://www.theglobeandmail.com/canada/article-ottawa-receives-fourth-extension-to-fix-unconstitutional-lost/,theglobeandmail.com,[UNTRANSLATED] Ottawa receives fourth extension to fix unconstitutional  Lost Canadian issue
Lost Canadian,PERSON,73,86,simple,https://www.theglobeandmail.com/canada/article-ottawa-receives-fourth-extension-to-fix-unconstitutional-lost/,theglobeandmail.com,[UNTRANSLATED] Ottawa receives fourth extension to fix unconstitutional  Lost Canadian issue
Congress,ORGANIZATION,33,41,simple,https://www.yahoo.com/news/excellus-calls-congress-protect-seniors-190114349.html,yahoo.com,[UNTRANSLATED] Excellus calls on Congress to protect seniors in Upstate New York
New York,LOCATION,72,80,simple,https://www.yahoo.com/news/excellus-calls-congress-protect-seniors-190114349.html,yahoo.com,[UNTRANSLATED] Excellus calls on Congress to protect seniors in Upstate New York
Upstate New York,PERSON,64,80,simple,https://www.yahoo.com/news/excellus-calls-congress-protect-seniors-190114349.html,yahoo.com,[UNTRANSLATED] Excellus calls on Congress to protect seniors in Upstate New York
Apple,ORGANIZATION,75,80,simple,https://www.zonebourse.com/cours/action/APPLE-INC-4849/actualite/Les-Etats-Unis-qualifient-les-amendes-infligees-par-l-UE-a-Apple-et-Meta-d-extorsion-economiq-49695663/,zonebourse.com,[UNTRANSLATED] Les États - Unis qualifient les amendes infligées par lUE à Apple et Meta d « extorsion économique » 
Paul Gaultier,PERSON,73,86,simple,https://www.sudouest.fr/redaction/ephemeride/l-ephemeride-du-24-avril-joyeux-anniversaire-a-jean-paul-gaultier-24042069.php,sudouest.fr,[UNTRANSLATED] L  éphéméride du 24 avril  : joyeux anniversaire à Jean - Paul Gaultier  ! 
Paul Gaultier,PERSON,73,86,simple,https://www.sudouest.fr:443/redaction/ephemeride/l-ephemeride-du-24-avril-joyeux-anniversaire-a-jean-paul-gaultier-24042069.php,sudouest.fr,[UNTRANSLATED] L  éphéméride du 24 avril  : joyeux anniversaire à Jean - Paul Gaultier  ! 
Apple,ORGANIZATION,45,50,simple,https://fr.euronews.com/business/2025/04/23/dma-des-amendes-a-apple-et-meta-en-union-europeenne-sur-fond-de-guerre-commerciale,fr.euronews.com,[UNTRANSLATED] LUE va infliger des amendes à Apple et Meta pour des infractions à la concurrence
Donald Trump,PERSON,83,95,simple,https://www.larepublica.co/globoeconomia/nueva-ley-permitiria-a-mexico-prohibir-la-propaganda-antiinmigrante-de-trump-4118890,larepublica.co,[UNTRANSLATED] Nueva ley permitiría a México prohibir propaganda antiinmigrante de Donald Trump
