text,type,start,end,method,article_url,article_domain,context
The New Times,PERSON,15,28,simple,https://newtimes.ru/articles/detail/250660/,newtimes.ru,[UNTRANSLATED] The New Times
La Pietra,PERSON,39,48,simple,https://www.meteoweb.eu/2025/04/euroflora-santanche-la-pietra-rixi-inaugurazione/1001780434/,meteoweb.eu,"[UNTRANSLATED] Euroflora , Santanché , La Pietra e Rixi allinaugurazione"
India,LOCATION,28,33,simple,https://www.livemint.com/companies/indigo-warns-disruptions-in-international-flights-amid-pakistan-airspace-closure-details-here-11745559868130.html,livemint.com,"[UNTRANSLATED] IndiGo , Air India warns of disruptions in international flights amid Pakistan airspace closure | Details here"
Pakistan,LOCATION,85,93,simple,https://www.livemint.com/companies/indigo-warns-disruptions-in-international-flights-amid-pakistan-airspace-closure-details-here-11745559868130.html,livemint.com,"[UNTRANSLATED] IndiGo , Air India warns of disruptions in international flights amid Pakistan airspace closure | Details here"
Air India,PERSON,24,33,simple,https://www.livemint.com/companies/indigo-warns-disruptions-in-international-flights-amid-pakistan-airspace-closure-details-here-11745559868130.html,livemint.com,"[UNTRANSLATED] IndiGo , Air India warns of disruptions in international flights amid Pakistan airspace closure | Details here"
Hurricane Helene,PERSON,27,43,simple,https://www.yahoo.com/news/damage-hurricane-helene-may-close-205314037.html,yahoo.com,[UNTRANSLATED] Damage from Hurricane Helene may close Upstate bridge permanently : SCDOT
Beale Avenue,LOCATION,15,27,simple,https://www.yahoo.com/news/beale-avenue-bridge-closed-construction-002523855.html,yahoo.com,[UNTRANSLATED] Beale Avenue bridge closed for construction on Friday
Mangamuka Gorge,PERSON,15,30,simple,https://www.nzherald.co.nz/northern-advocate/news/mangamuka-gorge-slip-shuts-sh1-nzta-unsure-of-reopening/G4E3UL55QRDWNJ36FYOU3TMP4U/,nzherald.co.nz,"[UNTRANSLATED] Mangamuka Gorge slip shuts SH1 , NZTA unsure of reopening"
Virginia Giuffre,PERSON,84,100,simple,https://www.fox10phoenix.com/news/speedboat-seen-flying-through-air-crashing-epstein-accuser-virginia-giuffre-dies-nightly-roundup,fox10phoenix.com,[UNTRANSLATED] Speedboat seen flying through the air and crashing ; Epstein accuser Virginia Giuffre dies | Nightly Roundup
Nightly Roundup,PERSON,108,123,simple,https://www.fox10phoenix.com/news/speedboat-seen-flying-through-air-crashing-epstein-accuser-virginia-giuffre-dies-nightly-roundup,fox10phoenix.com,[UNTRANSLATED] Speedboat seen flying through the air and crashing ; Epstein accuser Virginia Giuffre dies | Nightly Roundup
Mumbai,LOCATION,15,21,simple,https://www.mid-day.com/mumbai/mumbai-news/article/mumbai-protest-erupts-as-officials-begin-preparations-to-shut-down-elphinstone-bridge-23527267,mid-day.com,[UNTRANSLATED] Mumbai : Angry protests erupt as Mumbai prepares to demolish historic Elphinstone Bridge
