text,type,start,end,method,article_url,article_domain,context
Supply Chain Risk,PERSON,61,78,simple,https://www.ft.lk/it-telecom-tech/Securing-enterprise-resilience-with-effective-Supply-Chain-Risk-Management-strategies/50-775672,ft.lk,[UNTRANSLATED] Securing enterprise resilience with effective Supply Chain Risk Management strategies
Supply Chain Risk,PERSON,61,78,simple,https://www.ft.lk/columns/Securing-enterprise-resilience-with-effective-Supply-Chain-Risk-Management-strategies/4-775672,ft.lk,[UNTRANSLATED] Securing enterprise resilience with effective Supply Chain Risk Management strategies
Sustainability Week,PERSON,15,34,simple,https://www.techradar.com/pro/sustainability-week-why-now-is-the-time-to-leverage-technology-and-more-sustainable-practices-to-optimize-business-buying,techradar.com,[UNTRANSLATED] Sustainability Week : Why now is the time to leverage technology and more sustainable practices to optimize business buying
IBM,ORGANIZATION,20,23,simple,https://www.crn.com/news/ai/2025/what-ibm-s-earnings-say-about-tariffs-consulting-ai,crn.com,"[UNTRANSLATED] What IBM Earnings Say About Tariffs , Consulting , AI"
Earnings Say About,PERSON,24,42,simple,https://www.crn.com/news/ai/2025/what-ibm-s-earnings-say-about-tariffs-consulting-ai,crn.com,"[UNTRANSLATED] What IBM Earnings Say About Tariffs , Consulting , AI"
Tariff Uncertainty In Global,ORGANIZATION,50,78,simple,https://www.forbes.com/sites/paulnoble/2025/04/23/ai-your-strategic-weapon-against-tariff-uncertainty-in-global-supply-chains/,forbes.com,[UNTRANSLATED] AI : Your Strategic Weapon Against Tariff Uncertainty In Global Supply Chains
Your Strategic Weapon,PERSON,20,41,simple,https://www.forbes.com/sites/paulnoble/2025/04/23/ai-your-strategic-weapon-against-tariff-uncertainty-in-global-supply-chains/,forbes.com,[UNTRANSLATED] AI : Your Strategic Weapon Against Tariff Uncertainty In Global Supply Chains
Against Tariff Uncertainty,PERSON,42,68,simple,https://www.forbes.com/sites/paulnoble/2025/04/23/ai-your-strategic-weapon-against-tariff-uncertainty-in-global-supply-chains/,forbes.com,[UNTRANSLATED] AI : Your Strategic Weapon Against Tariff Uncertainty In Global Supply Chains
India,LOCATION,15,20,simple,https://www.livemint.com/companies/news/indian-aviation-industry-continues-to-face-supply-chain-engine-failure-issues-report-11745561640943.html,livemint.com,"[UNTRANSLATED] Indian aviation industry continues to face Supply - chain , engine failure issues : Report"
China,LOCATION,25,30,simple,https://www.yahoo.com/news/trump-china-tariffs-retaliation-could-120000757.html,yahoo.com,"[UNTRANSLATED] How Trump China tariffs , retaliation could put the U . S . EV supply chain in a tailspin"
How Trump China,PERSON,15,30,simple,https://www.yahoo.com/news/trump-china-tariffs-retaliation-could-120000757.html,yahoo.com,"[UNTRANSLATED] How Trump China tariffs , retaliation could put the U . S . EV supply chain in a tailspin"
Google,ORGANIZATION,15,21,simple,https://wccftech.com/google-has-reportedly-ditched-samsung-hbm3e-process/,wccftech.com,[UNTRANSLATED] Google Has Reportedly Ditched Samsung HBM3E Process As It Fails To Pass NVIDIA Qualification Tests ; Switches To Micron Instead
Samsung,ORGANIZATION,45,52,simple,https://wccftech.com/google-has-reportedly-ditched-samsung-hbm3e-process/,wccftech.com,[UNTRANSLATED] Google Has Reportedly Ditched Samsung HBM3E Process As It Fails To Pass NVIDIA Qualification Tests ; Switches To Micron Instead
Google Has Reportedly,PERSON,15,36,simple,https://wccftech.com/google-has-reportedly-ditched-samsung-hbm3e-process/,wccftech.com,[UNTRANSLATED] Google Has Reportedly Ditched Samsung HBM3E Process As It Fails To Pass NVIDIA Qualification Tests ; Switches To Micron Instead
Ditched Samsung,PERSON,37,52,simple,https://wccftech.com/google-has-reportedly-ditched-samsung-hbm3e-process/,wccftech.com,[UNTRANSLATED] Google Has Reportedly Ditched Samsung HBM3E Process As It Fails To Pass NVIDIA Qualification Tests ; Switches To Micron Instead
Process As It,PERSON,59,72,simple,https://wccftech.com/google-has-reportedly-ditched-samsung-hbm3e-process/,wccftech.com,[UNTRANSLATED] Google Has Reportedly Ditched Samsung HBM3E Process As It Fails To Pass NVIDIA Qualification Tests ; Switches To Micron Instead
Fails To Pass,PERSON,73,86,simple,https://wccftech.com/google-has-reportedly-ditched-samsung-hbm3e-process/,wccftech.com,[UNTRANSLATED] Google Has Reportedly Ditched Samsung HBM3E Process As It Fails To Pass NVIDIA Qualification Tests ; Switches To Micron Instead
Qualification Tests,PERSON,94,113,simple,https://wccftech.com/google-has-reportedly-ditched-samsung-hbm3e-process/,wccftech.com,[UNTRANSLATED] Google Has Reportedly Ditched Samsung HBM3E Process As It Fails To Pass NVIDIA Qualification Tests ; Switches To Micron Instead
Switches To Micron,PERSON,116,134,simple,https://wccftech.com/google-has-reportedly-ditched-samsung-hbm3e-process/,wccftech.com,[UNTRANSLATED] Google Has Reportedly Ditched Samsung HBM3E Process As It Fails To Pass NVIDIA Qualification Tests ; Switches To Micron Instead
India,LOCATION,15,20,simple,https://timesofindia.indiatimes.com/business/india-business/indian-aviation-sector-continues-to-face-disruptions-in-supply-chain-icra-report/articleshow/120617137.cms,timesofindia.indiatimes.com,[UNTRANSLATED] Indian aviation sector continues to face disruptions in supply chain : ICRA report | India - Business News
Business News,PERSON,108,121,simple,https://timesofindia.indiatimes.com/business/india-business/indian-aviation-sector-continues-to-face-disruptions-in-supply-chain-icra-report/articleshow/120617137.cms,timesofindia.indiatimes.com,[UNTRANSLATED] Indian aviation sector continues to face disruptions in supply chain : ICRA report | India - Business News
PepsiCo,ORGANIZATION,15,22,simple,https://www.usinenouvelle.com:443/article/pepsico-abaisse-son-objectif-de-benefice-pour-2025.N2231074,usinenouvelle.com,[UNTRANSLATED] PepsiCo abaisse son objectif de bénéfice pour 2025
Apple,ORGANIZATION,15,20,simple,https://iphonesoft.fr/2025/04/25/apple-produire-iphones-destines-etats-unis-inde-2026,iphonesoft.fr,[UNTRANSLATED] Apple veut produire les iPhones destinés aux États - Unis en Inde dici 2026
Nueva Ley,PERSON,15,24,simple,https://rpp.pe/economia/economia/nueva-ley-de-contrataciones-publicas-entra-en-vigor-mayor-eficiencia-y-transparencia-en-el-gasto-del-estado-noticia-1630125,rpp.pe,[UNTRANSLATED] Nueva Ley de Contrataciones Públicas entra en vigor : mayor eficiencia y transparencia en el gasto del Estado
Apple,ORGANIZATION,15,20,simple,https://www.heise.de/news/Apple-will-60-Prozent-seiner-Klimagasemissionen-seit-2015-eingespart-haben-10357485.html,heise.de,[UNTRANSLATED] Apple will 60 Prozent seiner Klimagasemissionen seit 2015 eingespart haben
Magic Quadrant,PERSON,79,93,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65176167-toolsgroup-wurde-zum-zweiten-mal-in-folge-im-2025-gartner-r-magic-quadrant-fuer-lieferkettenplanungsloesungen-ausgezeichnet-248.htm,finanznachrichten.de,[UNTRANSLATED] ToolsGroup wurde zum zweiten Mal in Folge im 2025 Gartner ( R ) Magic Quadrant für Lieferkettenplanungslösungen ausgezeichnet
Apple,ORGANIZATION,83,88,simple,https://www.heise.de/news/Handelskrieg-mit-China-Wie-Isolierungsversuche-der-US-Regierung-Apple-treffen-10358105.html,heise.de,[UNTRANSLATED] Handelskrieg mit China : Wie Isolierungsversuche der US - Regierung Apple treffen
China,LOCATION,32,37,simple,https://www.heise.de/news/Handelskrieg-mit-China-Wie-Isolierungsversuche-der-US-Regierung-Apple-treffen-10358105.html,heise.de,[UNTRANSLATED] Handelskrieg mit China : Wie Isolierungsversuche der US - Regierung Apple treffen
Wie Isolierungsversuche,PERSON,40,63,simple,https://www.heise.de/news/Handelskrieg-mit-China-Wie-Isolierungsversuche-der-US-Regierung-Apple-treffen-10358105.html,heise.de,[UNTRANSLATED] Handelskrieg mit China : Wie Isolierungsversuche der US - Regierung Apple treffen
Regierung Apple,PERSON,73,88,simple,https://www.heise.de/news/Handelskrieg-mit-China-Wie-Isolierungsversuche-der-US-Regierung-Apple-treffen-10358105.html,heise.de,[UNTRANSLATED] Handelskrieg mit China : Wie Isolierungsversuche der US - Regierung Apple treffen
China,LOCATION,80,85,simple,https://www.prnewswire.com/news-releases/12-14-mai--erforschung-der-zukunft-der-schonheitsindustrie-in-china-302434734.html,prnewswire.com,[UNTRANSLATED] 12 - 14 Mai | Erforschung der Zukunft der Schönheitsindustrie in China
PepsiCo,ORGANIZATION,55,62,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65200555-webeaktionen-verpufft-konsumkater-bei-pepsico-gewinnwarnung-schickt-aktie-auf-talfahrt-049.htm,finanznachrichten.de,[UNTRANSLATED] Webeaktionen verpufft : Konsumkater bei PepsiCo : Gewinnwarnung schickt Aktie auf Talfahrt
Apple,ORGANIZATION,57,62,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65213251-indien-neue-nummer-1-tech-liebesaus-apple-macht-schluss-mit-china-049.htm,finanznachrichten.de,[UNTRANSLATED] Indien neue Nummer 1 : Tech - Liebesaus : Apple macht Schluss mit China
China,LOCATION,81,86,simple,https://www.finanznachrichten.de/nachrichten-2025-04/65213251-indien-neue-nummer-1-tech-liebesaus-apple-macht-schluss-mit-china-049.htm,finanznachrichten.de,[UNTRANSLATED] Indien neue Nummer 1 : Tech - Liebesaus : Apple macht Schluss mit China
Tariff Response,PERSON,15,30,simple,https://www.computerwoche.de/article/3969425/tariff-response-zollrisiken-in-der-lieferkette-simulieren.html,computerwoche.de,[UNTRANSLATED] Tariff Response – Zollrisiken in der Lieferkette simulieren
China,LOCATION,57,62,simple,http://german.china.org.cn/txt/2025-04/23/content_117840135.htm,german.china.org.cn,[UNTRANSLATED] Protektionismus schadet globalem Handel _ China . org . cn
UBS,ORGANIZATION,15,18,simple,https://www.aktiencheck.de/analysen/Artikel-UBS_belaesst_Boeing_auf_Buy_Ziel_190_Dollar-18466364,aktiencheck.de,[UNTRANSLATED] UBS belässt Boeing auf  Buy  - Ziel 190 Dollar () 
Boeing,ORGANIZATION,27,33,simple,https://www.aktiencheck.de/analysen/Artikel-UBS_belaesst_Boeing_auf_Buy_Ziel_190_Dollar-18466364,aktiencheck.de,[UNTRANSLATED] UBS belässt Boeing auf  Buy  - Ziel 190 Dollar () 
