text,type,start,end,method,article_url,article_domain,context
Castel Gabbiano,PERSON,15,30,simple,https://www.ilgiorno.it/cremona/politica/castel-gabbiano-nuova-logistica-u1zqjdm9,ilgiorno.it,"[UNTRANSLATED] Castel Gabbiano , autorizzata la nuova logistica :  ​​​​​​Noi allibiti , ricorreremo al Tar  "
San Siro,PERSON,15,23,simple,https://www.ilgiorno.it/milano/cronaca/san-siro-qhhgboa8,ilgiorno.it,"[UNTRANSLATED] San Siro , i paletti del Municipio 7 :  Più posti popolari e verde diffuso  "
Pottsville Housing Authority,ORGANIZATION,15,43,simple,https://www.yahoo.com/news/pottsville-housing-authority-closing-wait-224800971.html,yahoo.com,[UNTRANSLATED] Pottsville Housing Authority closing wait list for Section 8
Dodge City,LOCATION,15,25,simple,https://www.yahoo.com/news/dodge-city-affordable-housing-development-234711171.html,yahoo.com,[UNTRANSLATED] Dodge City to have a new affordable housing development
Gov Office,PERSON,18,28,simple,https://www.yahoo.com/news/nm-gov-office-housing-moving-190221407.html,yahoo.com,[UNTRANSLATED] NM Gov Office of Housing moving to state workforce agency
Bajaj Housing Finance,PERSON,15,36,simple,https://www.livemint.com/market/stock-market-news/bajaj-housing-finance-share-price-rise-4-after-q4-results-despite-weak-markets-11745466744209.html,livemint.com,[UNTRANSLATED] Bajaj Housing Finance share price rise 4 % after Q4 results despite weak markets
Proposed Downtown Eastside,PERSON,15,41,simple,https://dailyhive.com/vancouver/downtown-eastside-vancouver-rental-social-housing-tower-policy-proposal,dailyhive.com,[UNTRANSLATED] Proposed Downtown Eastside policies enable rental housing up to 32 storeys
Pierre Caly,PERSON,51,62,simple,https://www.francebleu.fr/emissions/l-invite-du-matin-ici-vaucluse/devenez-proprietaire-solidaire-pierre-caly-le-president-d-habitat-et-humanisme-en-vaucluse-lance-un-appel-2365877,francebleu.fr,[UNTRANSLATED]   Devenez propriétaire solidaire  ! Pierre Caly le président dHabitat et Humanisme en Vaucluse lance un appel
La Generalitat Valenciana,PERSON,15,40,simple,https://www.abc.es/espana/comunidad-valenciana/generalitat-valenciana-adjudica-construccion-viviendas-protegidas-elche-20250425123837-nt.html,abc.es,[UNTRANSLATED] La Generalitat Valenciana adjudica la construcción de 72 viviendas protegidas en Elche
Madrid,LOCATION,19,25,simple,https://www.eleconomista.es/vivienda-inmobiliario/noticias/13336076/04/25/mas-madrid-propone-un-impuesto-para-propietarios-de-casas-que-lleven-mas-de-dos-anos-vacias.html,eleconomista.es,[UNTRANSLATED] Más Madrid propone un impuesto para propietarios de casas que lleven más de dos años vacías
Techo Propio,PERSON,81,93,simple,https://larepublica.pe/economia/2025/04/23/este-es-el-nuevo-tamano-minimo-que-deberan-tener-las-viviendas-de-techo-propio-para-beneficiarios-en-peru-y-los-bonos-que-podran-recibir-fondo-mivivienda-atmp-1690063,larepublica.pe,[UNTRANSLATED] Este es el nuevo tamaño mínimo que deberán tener las viviendas de Techo Propio para beneficiarios en Perú y los bonos que podrán recibir
Besondere Probleme,PERSON,15,33,simple,https://www.zeit.de/news/2025-04/21/weniger-sozialwohnungen-im-nordosten,zeit.de,[UNTRANSLATED] Besondere Probleme in Städten : Weniger Sozialwohnungen im Nordosten
Weniger Sozialwohnungen,PERSON,47,70,simple,https://www.zeit.de/news/2025-04/21/weniger-sozialwohnungen-im-nordosten,zeit.de,[UNTRANSLATED] Besondere Probleme in Städten : Weniger Sozialwohnungen im Nordosten
Bayer,ORGANIZATION,50,55,simple,https://www.sueddeutsche.de/bayern/bayern-sozialwohnungen-foerdergelder-baukrise-li.3238329,sueddeutsche.de,[UNTRANSLATED] Alarm beim sozialen Wohnungsbau in Bayern
Lian Li Lancool,PERSON,15,30,simple,https://www.hardwareluxx.de/index.php/artikel/hardware/gehaeuse/65879-lian-li-lancool-207-digital-im-kurztest-airflow-geh%C3%A4use-mit-gro%C3%9Fem-display.html,hardwareluxx.de,[UNTRANSLATED] Lian Li Lancool 207 Digital im Kurztest : Airflow - Gehäuse mit großem Display
Berlin,LOCATION,74,80,simple,https://www.radioeins.de/programm/sendungen/der_schoene_morgen/_/warum-kaum-wohnungen-in-berlin-gebaut-werden.html,radioeins.de,[UNTRANSLATED] rbb24 Recherche - Bürokratische Hürden beim Wohnungsbau in Berlin
