text,type,start,end,method,article_url,article_domain,context
Reno,LOCATION,15,19,simple,https://observador.pt/2025/04/21/renovaveis-representaram-91-da-producao-total-de-eletricidade-da-edp-no-1o-trimestre/,observador.pt,[UNTRANSLATED] Renováveis representaram 91 % da produo total de eletricidade da EDP no 1º trimestre
Receive Nuclear Regulatory Commission,ORGANIZATION,74,111,simple,https://www.manilatimes.net/2025/04/23/tmt-newswire/globenewswire/nano-nuclear-and-university-of-illinois-urbana-champaign-receive-nuclear-regulatory-commission-nrc-fuel-qualification-methodology-approval-for-kronos-mmr-energy-system/2096920,manilatimes.net,[UNTRANSLATED] NANO Nuclear and University of Illinois Urbana - Champaign Receive Nuclear Regulatory Commission ( NRC ) Fuel Qualification Methodology Approval for KRONOS MMR™ Energy System
Illinois Urbana,PERSON,46,61,simple,https://www.manilatimes.net/2025/04/23/tmt-newswire/globenewswire/nano-nuclear-and-university-of-illinois-urbana-champaign-receive-nuclear-regulatory-commission-nrc-fuel-qualification-methodology-approval-for-kronos-mmr-energy-system/2096920,manilatimes.net,[UNTRANSLATED] NANO Nuclear and University of Illinois Urbana - Champaign Receive Nuclear Regulatory Commission ( NRC ) Fuel Qualification Methodology Approval for KRONOS MMR™ Energy System
Champaign Receive Nuclear,PERSON,64,89,simple,https://www.manilatimes.net/2025/04/23/tmt-newswire/globenewswire/nano-nuclear-and-university-of-illinois-urbana-champaign-receive-nuclear-regulatory-commission-nrc-fuel-qualification-methodology-approval-for-kronos-mmr-energy-system/2096920,manilatimes.net,[UNTRANSLATED] NANO Nuclear and University of Illinois Urbana - Champaign Receive Nuclear Regulatory Commission ( NRC ) Fuel Qualification Methodology Approval for KRONOS MMR™ Energy System
Fuel Qualification Methodology,PERSON,120,150,simple,https://www.manilatimes.net/2025/04/23/tmt-newswire/globenewswire/nano-nuclear-and-university-of-illinois-urbana-champaign-receive-nuclear-regulatory-commission-nrc-fuel-qualification-methodology-approval-for-kronos-mmr-energy-system/2096920,manilatimes.net,[UNTRANSLATED] NANO Nuclear and University of Illinois Urbana - Champaign Receive Nuclear Regulatory Commission ( NRC ) Fuel Qualification Methodology Approval for KRONOS MMR™ Energy System
Energy System,PERSON,176,189,simple,https://www.manilatimes.net/2025/04/23/tmt-newswire/globenewswire/nano-nuclear-and-university-of-illinois-urbana-champaign-receive-nuclear-regulatory-commission-nrc-fuel-qualification-methodology-approval-for-kronos-mmr-energy-system/2096920,manilatimes.net,[UNTRANSLATED] NANO Nuclear and University of Illinois Urbana - Champaign Receive Nuclear Regulatory Commission ( NRC ) Fuel Qualification Methodology Approval for KRONOS MMR™ Energy System
General Grossi Discusses Global,ORGANIZATION,29,60,simple,https://www.globalsecurity.org/wmd/library/news/un/un-250424-iaea01.htm,globalsecurity.org,"[UNTRANSLATED] IAEA Director General Grossi Discusses Global Non - proliferation , Nuclear Safety Issues with Senior US Officials in Washington DC"
Washington,LOCATION,133,143,simple,https://www.globalsecurity.org/wmd/library/news/un/un-250424-iaea01.htm,globalsecurity.org,"[UNTRANSLATED] IAEA Director General Grossi Discusses Global Non - proliferation , Nuclear Safety Issues with Senior US Officials in Washington DC"
Director General Grossi,PERSON,20,43,simple,https://www.globalsecurity.org/wmd/library/news/un/un-250424-iaea01.htm,globalsecurity.org,"[UNTRANSLATED] IAEA Director General Grossi Discusses Global Non - proliferation , Nuclear Safety Issues with Senior US Officials in Washington DC"
Nuclear Safety Issues,PERSON,83,104,simple,https://www.globalsecurity.org/wmd/library/news/un/un-250424-iaea01.htm,globalsecurity.org,"[UNTRANSLATED] IAEA Director General Grossi Discusses Global Non - proliferation , Nuclear Safety Issues with Senior US Officials in Washington DC"
China,LOCATION,34,39,simple,https://www.businessghana.com/site/news/Business/326724/Atomic-Alliances:-China%E2%80%99s-Strategic-Push-into-Africa%E2%80%99s-Nuclear-Energy-Sector,businessghana.com,[UNTRANSLATED] Atomic Alliances : China Strategic Push into Africa Nuclear Energy Sector
China Strategic Push,PERSON,34,54,simple,https://www.businessghana.com/site/news/Business/326724/Atomic-Alliances:-China%E2%80%99s-Strategic-Push-into-Africa%E2%80%99s-Nuclear-Energy-Sector,businessghana.com,[UNTRANSLATED] Atomic Alliances : China Strategic Push into Africa Nuclear Energy Sector
Africa Nuclear Energy,PERSON,60,81,simple,https://www.businessghana.com/site/news/Business/326724/Atomic-Alliances:-China%E2%80%99s-Strategic-Push-into-Africa%E2%80%99s-Nuclear-Energy-Sector,businessghana.com,[UNTRANSLATED] Atomic Alliances : China Strategic Push into Africa Nuclear Energy Sector
Kuwait,LOCATION,99,105,simple,https://www.arabtimesonline.com/news/all-states-have-the-right-to-develop-and-use-nuclear-energy-for-peaceful-purposes-kuwait/,arabtimesonline.com,[UNTRANSLATED] All states have the right to develop and use nuclear energy for peaceful purposes : Kuwait
China,LOCATION,15,20,simple,https://www.globaltimes.cn/page/202504/1332989.shtml,globaltimes.cn,[UNTRANSLATED] China tops global rankings in overall nuclear power scale for first time
La Banque,PERSON,15,24,simple,https://www.lexpress.fr/environnement/la-banque-mondiale-tentee-par-le-nucleaire-les-raisons-dun-virage-radical-HYDKYW2GDFEHHL4BVJ2H4GLRGY/,lexpress.fr,[UNTRANSLATED] La Banque mondiale tentée par le nucléaire : les raisons dun virage radical – LExpress
Xinhua,ORGANIZATION,122,128,simple,http://french.xinhuanet.com/20250427/45de5e93cede4bb9ad165cf4797ad063/c.html,french.xinhuanet.com,[UNTRANSLATED] Inauguration du parc industriel des énergies et équipements propres Chine - France ( Taishan ) à Beijing - Xinhua
France,LOCATION,91,97,simple,http://french.xinhuanet.com/20250427/45de5e93cede4bb9ad165cf4797ad063/c.html,french.xinhuanet.com,[UNTRANSLATED] Inauguration du parc industriel des énergies et équipements propres Chine - France ( Taishan ) à Beijing - Xinhua
Beijing,LOCATION,112,119,simple,http://french.xinhuanet.com/20250427/45de5e93cede4bb9ad165cf4797ad063/c.html,french.xinhuanet.com,[UNTRANSLATED] Inauguration du parc industriel des énergies et équipements propres Chine - France ( Taishan ) à Beijing - Xinhua
China,LOCATION,15,20,simple,https://larepublica.pe/mundo/2025/04/27/china-supera-a-estados-unidos-y-apunta-a-liderar-la-capacidad-mundial-de-energia-nuclear-para-2030-revela-informe-1637793,larepublica.pe,"[UNTRANSLATED] China supera a Estados Unidos y apunta a liderar la capacidad mundial de energía nuclear para 2030 , revela informe | Mundo"
Estados Unidos,PERSON,30,44,simple,https://larepublica.pe/mundo/2025/04/27/china-supera-a-estados-unidos-y-apunta-a-liderar-la-capacidad-mundial-de-energia-nuclear-para-2030-revela-informe-1637793,larepublica.pe,"[UNTRANSLATED] China supera a Estados Unidos y apunta a liderar la capacidad mundial de energía nuclear para 2030 , revela informe | Mundo"
Intel,ORGANIZATION,98,103,simple,https://www.ambito.com/energia/demian-reidel-asumio-nucleoelectrica-prometio-mas-nuclear-y-un-hub-inteligencia-artificial-n6138263,ambito.com,[UNTRANSLATED] Demian Reidel asumió en Nucleoeléctrica : prometió más energía nuclear y un hub de Inteligencia Artificial
Demian Reidel,PERSON,15,28,simple,https://www.ambito.com/energia/demian-reidel-asumio-nucleoelectrica-prometio-mas-nuclear-y-un-hub-inteligencia-artificial-n6138263,ambito.com,[UNTRANSLATED] Demian Reidel asumió en Nucleoeléctrica : prometió más energía nuclear y un hub de Inteligencia Artificial
Inteligencia Artificial,PERSON,98,121,simple,https://www.ambito.com/energia/demian-reidel-asumio-nucleoelectrica-prometio-mas-nuclear-y-un-hub-inteligencia-artificial-n6138263,ambito.com,[UNTRANSLATED] Demian Reidel asumió en Nucleoeléctrica : prometió más energía nuclear y un hub de Inteligencia Artificial
Noticias La Tribuna,PERSON,75,94,simple,https://www.latribunadealbacete.es/noticia/z6bdfb256-d015-4ab8-a90ce19037244d0c/202504/page-plantea-coherencia-con-europa-en-energia-nuclear,latribunadealbacete.es,[UNTRANSLATED] Page plantea « coherencia con Europa » en energía nuclear | Noticias La Tribuna de Albacete
Banco Mundial,PERSON,15,28,simple,https://www.lasillavacia.com/silla-amazonia/amazonia-en-breve/banco-mundial-reduce-tono-climatico-para-evitar-tensiones-con-ee-uu/,lasillavacia.com,[UNTRANSLATED] Banco Mundial reduce tono climático para evitar tensiones con EE . UU . 
El Gobierno,PERSON,15,26,simple,https://www.cadena3.com/noticia/tecnologia/el-gobierno-nacional-blanqueo-su-interes-por-desarrollar-ia-sin-regulaciones_417240,cadena3.com,[UNTRANSLATED] El Gobierno nacional blanqueó su interés por desarrollar IA sin regulaciones
Argentina,LOCATION,40,49,simple,https://www.cadena3.com/noticia/politica-y-economia/asesor-de-milei-dijo-que-argentina-desarrollara-ia-sin-regulaciones_417234,cadena3.com,[UNTRANSLATED] Asesor de Milei dijo que Argentina desarrollará IA sin regulaciones
Wall Street Journal,ORGANIZATION,15,34,simple,https://www.berliner-zeitung.de/politik-gesellschaft/geopolitik/wall-street-journal-zerpflueckt-deutschlands-energiedebakel-kein-vorbild-fuer-die-usa-li.2319771,berliner-zeitung.de,[UNTRANSLATED] Wall Street Journal zerpflückt Deutschlands Energiedebakel : „ Kein Vorbild  für die united states 
Wall Street,LOCATION,15,26,simple,https://www.berliner-zeitung.de/politik-gesellschaft/geopolitik/wall-street-journal-zerpflueckt-deutschlands-energiedebakel-kein-vorbild-fuer-die-usa-li.2319771,berliner-zeitung.de,[UNTRANSLATED] Wall Street Journal zerpflückt Deutschlands Energiedebakel : „ Kein Vorbild  für die united states 
Deutschlands Energiedebakel,PERSON,46,73,simple,https://www.berliner-zeitung.de/politik-gesellschaft/geopolitik/wall-street-journal-zerpflueckt-deutschlands-energiedebakel-kein-vorbild-fuer-die-usa-li.2319771,berliner-zeitung.de,[UNTRANSLATED] Wall Street Journal zerpflückt Deutschlands Energiedebakel : „ Kein Vorbild  für die united states 
Kein Vorbild,PERSON,78,90,simple,https://www.berliner-zeitung.de/politik-gesellschaft/geopolitik/wall-street-journal-zerpflueckt-deutschlands-energiedebakel-kein-vorbild-fuer-die-usa-li.2319771,berliner-zeitung.de,[UNTRANSLATED] Wall Street Journal zerpflückt Deutschlands Energiedebakel : „ Kein Vorbild  für die united states 
Absa,ORGANIZATION,44,48,simple,http://www.merkur.de/wirtschaft/atomkraft-bekommt-endgueltige-absage-gegen-den-wunsch-der-bevoelkerung-zr-93692319.html,merkur.de,[UNTRANSLATED] Atomkraft bekommt endgültige Absage – gegen den Wunsch der Bevölkerung
Neue Umsatzrekorde,PERSON,38,56,simple,https://www.aktiencheck.de/news/Artikel-Global_X_Uranium_ETF_Neue_Umsatzrekorde-18477946,aktiencheck.de,[UNTRANSLATED] Global X Uranium ETF : Neue Umsatzrekorde ! () 
Neue Umsatzrekorde,PERSON,38,56,simple,https://www.aktiencheck.de/analysen/Artikel-Global_X_Uranium_ETF_Neue_Umsatzrekorde-18477946,aktiencheck.de,[UNTRANSLATED] Global X Uranium ETF : Neue Umsatzrekorde ! () 
Absa,ORGANIZATION,44,48,simple,http://www.soester-anzeiger.de/wirtschaft/atomkraft-bekommt-endgueltige-absage-gegen-den-wunsch-der-bevoelkerung-zr-93692319.html,soester-anzeiger.de,[UNTRANSLATED] Atomkraft bekommt endgültige Absage – gegen den Wunsch der Bevölkerung
Die Antwort,PERSON,20,31,simple,https://www.klack.de:443/tv-programm/fernsehsendung/196655299/42-die-antwort-auf-fast-alles-wie-loesen-wir-das-atommuellraetsel.html,klack.de,[UNTRANSLATED] 42 - Die Antwort auf fast alles - Wie lösen wir das Atommüllrätsel ? - Wissensmagazin
