text,type,start,end,method,article_url,article_domain,context
France,LOCATION,50,56,simple,https://www.notizie.it/julian-assange-al-funerale-di-papa-francesco-un-gesto-di-gratitudine/,notizie.it,[UNTRANSLATED] Julian Assange al funerale di Papa Francesco : un gesto di gratitudine
Julian Assange,PERSON,15,29,simple,https://www.notizie.it/julian-assange-al-funerale-di-papa-francesco-un-gesto-di-gratitudine/,notizie.it,[UNTRANSLATED] Julian Assange al funerale di Papa Francesco : un gesto di gratitudine
Papa Francesco,PERSON,45,59,simple,https://www.notizie.it/julian-assange-al-funerale-di-papa-francesco-un-gesto-di-gratitudine/,notizie.it,[UNTRANSLATED] Julian Assange al funerale di Papa Francesco : un gesto di gratitudine
Hugo Cruz,PERSON,24,33,simple,https://www.rostos.pt/inicio2.asp,rostos.pt,[UNTRANSLATED] BARREIRO Hugo Cruz do PSD na sessao do 51 aniversario do 25 de Abril - Degradacao da qualid
France,LOCATION,74,80,simple,https://www.ravennawebtv.it/florovivaisti-da-ravenna-ad-euroflora-per-celebrare-papa-francesco-e-record-piante-made-in-italy/,ravennawebtv.it,"[UNTRANSLATED] Florovivaisti , da Ravenna ad Euroflora per celebrare Papa Francesco e record piante Made in Italy"
Italy,LOCATION,108,113,simple,https://www.ravennawebtv.it/florovivaisti-da-ravenna-ad-euroflora-per-celebrare-papa-francesco-e-record-piante-made-in-italy/,ravennawebtv.it,"[UNTRANSLATED] Florovivaisti , da Ravenna ad Euroflora per celebrare Papa Francesco e record piante Made in Italy"
Papa Francesco,PERSON,69,83,simple,https://www.ravennawebtv.it/florovivaisti-da-ravenna-ad-euroflora-per-celebrare-papa-francesco-e-record-piante-made-in-italy/,ravennawebtv.it,"[UNTRANSLATED] Florovivaisti , da Ravenna ad Euroflora per celebrare Papa Francesco e record piante Made in Italy"
Italy,LOCATION,38,43,simple,https://ladiscussione.com/360694/attualita/piante-e-fiori-made-in-italy-una-economia-da-33-miliardi-record-per-19mila-imprese/,ladiscussione.com,"[UNTRANSLATED] Piante e fiori Made in Italy , una economia da 3 , 3 miliardi . Record per 19mila imprese"
Israel,LOCATION,59,65,simple,https://www.abc.net.au/news/2025-04-27/families-of-israeli-hostages-want-netanyahu-to-end-war/105220630,abc.net.au,"[UNTRANSLATED] Hostage families say Netanyahu is deceiving Israelis , threatening to topple him"
Omri Miran,PERSON,31,41,simple,https://www.jpost.com/opinion/article-851131,jpost.com,"[UNTRANSLATED] Wife of hostage Omri Miran plea to Donald Trump , Steve Witkoff"
