text,type,start,end,method,article_url,article_domain,context
Reuters,ORGANIZATION,15,22,simple,https://www.kommersant.ru/doc/7677795,kommersant.ru,[UNTRANSLATED] Reuters : США предложат Саудовской Аравии оружия на сумму более $100 млрд
Reuters,ORGANIZATION,15,22,simple,https://tass.ru/mezhdunarodnaya-panorama/23778143,tass.ru,[UNTRANSLATED] Reuters : Трамп предложит Саудовской Аравии купить оружие США на $100 млрд
Armenia,LOCATION,54,61,simple,https://www.panarmenian.net/eng/news/321776/,panarmenian.net,[UNTRANSLATED] Scholar : Turkey ties with Baku hinder Armenia normalization
Turkey,LOCATION,25,31,simple,https://www.panarmenian.net/eng/news/321776/,panarmenian.net,[UNTRANSLATED] Scholar : Turkey ties with Baku hinder Armenia normalization
Armenia,LOCATION,54,61,simple,https://panarmenian.net/eng/news/321776/,panarmenian.net,[UNTRANSLATED] Scholar : Turkey ties with Baku hinder Armenia normalization
Turkey,LOCATION,25,31,simple,https://panarmenian.net/eng/news/321776/,panarmenian.net,[UNTRANSLATED] Scholar : Turkey ties with Baku hinder Armenia normalization
Bulgaria,LOCATION,103,111,simple,https://www.naturalnews.com/2025-04-23-turkey-bold-energy-expansion-into-libya-iraq.html,naturalnews.com,"[UNTRANSLATED] Turkey bold energy expansion threatens western dominance as Ankara seeks oil and gas in Bulgaria , Libya , and Iraq – NaturalNews . com"
Iraq,LOCATION,126,130,simple,https://www.naturalnews.com/2025-04-23-turkey-bold-energy-expansion-into-libya-iraq.html,naturalnews.com,"[UNTRANSLATED] Turkey bold energy expansion threatens western dominance as Ankara seeks oil and gas in Bulgaria , Libya , and Iraq – NaturalNews . com"
Libya,LOCATION,114,119,simple,https://www.naturalnews.com/2025-04-23-turkey-bold-energy-expansion-into-libya-iraq.html,naturalnews.com,"[UNTRANSLATED] Turkey bold energy expansion threatens western dominance as Ankara seeks oil and gas in Bulgaria , Libya , and Iraq – NaturalNews . com"
Turkey,LOCATION,15,21,simple,https://www.naturalnews.com/2025-04-23-turkey-bold-energy-expansion-into-libya-iraq.html,naturalnews.com,"[UNTRANSLATED] Turkey bold energy expansion threatens western dominance as Ankara seeks oil and gas in Bulgaria , Libya , and Iraq – NaturalNews . com"
