text,type,start,end,method,article_url,article_domain,context
France,LOCATION,49,55,simple,https://www.rtl.fr/actu/economie-consommation/edito-attirer-les-chercheurs-en-france-l-idee-d-emmanuel-macron-est-elle-realiste-s-interroge-francois-lenglet-7900496445,rtl.fr,"[UNTRANSLATED] ÉDITO - Attirer les chercheurs en France :  Lidée dEmmanuel Macron est - elle réaliste ?, sinterroge François Lenglet"
Rome,LOCATION,38,42,simple,https://www.lalibre.be/dernieres-depeches/2025/04/25/trump-dans-lavion-pour-rome-premier-voyage-a-letranger-de-son-mandat-YNMP7XOEWZGO5G7XKICBQCCQRE/,lalibre.be,"[UNTRANSLATED] Trump dans lavion pour Rome , premier voyage à l  étranger de son mandat"
Hoy Tamaulipas,PERSON,15,29,simple,https://www.hoytamaulipas.net/notas/588983/Protestan-frente-al-Tribunal-Agrario-de-Victoria-campesinos-exigen-resolucion-a-sus-casos.html,hoytamaulipas.net,[UNTRANSLATED] Hoy Tamaulipas - Tamaulipas Protestan frente al Tribunal Agrario de Victoria campesinos exigen resolucion a sus casos
Tamaulipas Protestan,PERSON,32,52,simple,https://www.hoytamaulipas.net/notas/588983/Protestan-frente-al-Tribunal-Agrario-de-Victoria-campesinos-exigen-resolucion-a-sus-casos.html,hoytamaulipas.net,[UNTRANSLATED] Hoy Tamaulipas - Tamaulipas Protestan frente al Tribunal Agrario de Victoria campesinos exigen resolucion a sus casos
Tribunal Agrario,PERSON,63,79,simple,https://www.hoytamaulipas.net/notas/588983/Protestan-frente-al-Tribunal-Agrario-de-Victoria-campesinos-exigen-resolucion-a-sus-casos.html,hoytamaulipas.net,[UNTRANSLATED] Hoy Tamaulipas - Tamaulipas Protestan frente al Tribunal Agrario de Victoria campesinos exigen resolucion a sus casos
France,LOCATION,49,55,simple,https://www.ansa.it/canale_viaggi/notizie/mondo/2025/04/22/a-buenos-aires-la-citta-di-papa-francesco_c6d70515-0c38-45ee-bac4-f3bb378acc82.html,ansa.it,"[UNTRANSLATED] A Buenos Aires , la città di papa Francesco - Mondo"
Buenos Aires,LOCATION,17,29,simple,https://www.ansa.it/canale_viaggi/notizie/mondo/2025/04/22/a-buenos-aires-la-citta-di-papa-francesco_c6d70515-0c38-45ee-bac4-f3bb378acc82.html,ansa.it,"[UNTRANSLATED] A Buenos Aires , la città di papa Francesco - Mondo"
France,LOCATION,20,26,simple,https://askanews.it/2025/04/21/papa-francesco-un-riformatore-testardo-per-una-chiesa-ospedale-da-campo-e-in-uscita/,askanews.it,[UNTRANSLATED] Papa Francesco un riformatore  testardo  per una Chiesa  ospedale da campo  e in  uscita  
Papa Francesco,PERSON,15,29,simple,https://askanews.it/2025/04/21/papa-francesco-un-riformatore-testardo-per-una-chiesa-ospedale-da-campo-e-in-uscita/,askanews.it,[UNTRANSLATED] Papa Francesco un riformatore  testardo  per una Chiesa  ospedale da campo  e in  uscita  
Esonero Ancelotti,PERSON,15,32,simple,https://www.zazoom.it/2025-04-27/esonero-ancelotti-nuovo-contratto-pronto-ecco-dove-allenera/16854833/,zazoom.it,[UNTRANSLATED] Esonero Ancelotti | nuovo contratto pronto ecco dove allenerà
Rome,LOCATION,51,55,simple,https://www.bournemouthecho.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,bournemouthecho.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Julian Assange,PERSON,33,47,simple,https://www.bournemouthecho.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,bournemouthecho.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Pope Francis,PERSON,60,72,simple,https://www.bournemouthecho.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,bournemouthecho.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Rome,LOCATION,51,55,simple,https://www.lancashiretelegraph.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,lancashiretelegraph.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Julian Assange,PERSON,33,47,simple,https://www.lancashiretelegraph.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,lancashiretelegraph.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Pope Francis,PERSON,60,72,simple,https://www.lancashiretelegraph.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,lancashiretelegraph.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Rome,LOCATION,51,55,simple,https://www.eadt.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,eadt.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Julian Assange,PERSON,33,47,simple,https://www.eadt.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,eadt.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Pope Francis,PERSON,60,72,simple,https://www.eadt.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,eadt.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Bangladesh,LOCATION,15,25,simple,https://www.thehindu.com/news/international/bangladesh-rejects-indias-allegation-over-hindu-leaders-death/article69478911.ece,thehindu.com,[UNTRANSLATED] Bangladesh rejects India allegation over Hindu leader death
India,LOCATION,34,39,simple,https://www.thehindu.com/news/international/bangladesh-rejects-indias-allegation-over-hindu-leaders-death/article69478911.ece,thehindu.com,[UNTRANSLATED] Bangladesh rejects India allegation over Hindu leader death
Afghanistan,LOCATION,100,111,simple,https://www.yahoo.com/news/raffensperger-urges-trump-administration-delay-181215028.html,yahoo.com,[UNTRANSLATED] Raffensperger urges Trump Administration to delay sending Christian refugees back to Afghanistan
Trump Administration,PERSON,35,55,simple,https://www.yahoo.com/news/raffensperger-urges-trump-administration-delay-181215028.html,yahoo.com,[UNTRANSLATED] Raffensperger urges Trump Administration to delay sending Christian refugees back to Afghanistan
Rome,LOCATION,51,55,simple,https://www.yorkpress.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,yorkpress.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Julian Assange,PERSON,33,47,simple,https://www.yorkpress.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,yorkpress.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
Pope Francis,PERSON,60,72,simple,https://www.yorkpress.co.uk/news/national/25118046.wikileaks-founder-julian-assange-rome-pope-franciss-funeral/,yorkpress.co.uk,[UNTRANSLATED] WikiLeaks founder Julian Assange in Rome for Pope Francis funeral
