text,type,start,end,method,article_url,article_domain,context
Maire Adanech,PERSON,152,165,simple,https://fr.allafrica.com/stories/202504240438.html,fr.allafrica.com,[UNTRANSLATED] Ethiopie : Le tronçon de Kasanchis du projet de développement du corridor est le fruit dun engagement collectif et dun travail acharné - Maire Adanech
Bono Desarrollo,PERSON,49,64,simple,https://larepublica.pe/datos-lr/venezuela/2025/04/25/el-infalible-truco-para-cobrar-el-bono-desarrollo-y-prosperidad-2025-activa-en-4-pasos-el-segundo-bono-especial-de-abril-via-patria-lrtmv-2072100,larepublica.pe,[UNTRANSLATED] El infalible truco para cobrar el Bono Desarrollo y Prosperidad 2025 : activa en 4 pasos el Segundo Bono Especial de abril vía Patria
Segundo Bono Especial,PERSON,107,128,simple,https://larepublica.pe/datos-lr/venezuela/2025/04/25/el-infalible-truco-para-cobrar-el-bono-desarrollo-y-prosperidad-2025-activa-en-4-pasos-el-segundo-bono-especial-de-abril-via-patria-lrtmv-2072100,larepublica.pe,[UNTRANSLATED] El infalible truco para cobrar el Bono Desarrollo y Prosperidad 2025 : activa en 4 pasos el Segundo Bono Especial de abril vía Patria
Marcelino Marcos,PERSON,15,31,simple,https://www.lne.es/ribera-de-arriba/2025/04/22/marcelino-marcos-asturias-ejemplo-gestion-116610258.html,lne.es,"[UNTRANSLATED] Marcelino Marcos , en la cumbre rural de Ribera de Arriba :  Asturias es un ejemplo en la gestión de fondos europeos para desarrollo rural  "
Desarrollo Emprendedor,PERSON,63,85,simple,https://www.losandes.com.ar/sociedad/maipu-lanza-una-nueva-etapa-su-fondo-el-desarrollo-emprendedor-n5945601,losandes.com.ar,[UNTRANSLATED] Maipú lanza una nueva etapa de su Fondo para el Desarrollo Emprendedor
Plan Nacional,PERSON,58,71,simple,https://www.animalpolitico.com/politica/unam-propuestas-plan-nacional-desarrollo-sheinbaum,animalpolitico.com,[UNTRANSLATED] UNAM entrega a Hacienda propuestas para el Plan Nacional de Desarrollo del Gobierno de Sheinbaum
Bono Desarrollo,PERSON,38,53,simple,https://larepublica.pe/datos-lr/venezuela/2025/04/26/ya-no-podras-cobrar-el-bono-desarrollo-y-prosperidad-luego-de-este-dia-revisa-las-fechas-del-segundo-bono-especial-de-abril-2025-lrtmv-1863654,larepublica.pe,[UNTRANSLATED] Ya no podrás cobrar el Bono Desarrollo y Prosperidad luego de este día : revisa las fechas del Segundo Bono Especial de abril 2025
Segundo Bono Especial,PERSON,110,131,simple,https://larepublica.pe/datos-lr/venezuela/2025/04/26/ya-no-podras-cobrar-el-bono-desarrollo-y-prosperidad-luego-de-este-dia-revisa-las-fechas-del-segundo-bono-especial-de-abril-2025-lrtmv-1863654,larepublica.pe,[UNTRANSLATED] Ya no podrás cobrar el Bono Desarrollo y Prosperidad luego de este día : revisa las fechas del Segundo Bono Especial de abril 2025
Berlin,LOCATION,44,50,simple,https://www.rbb24.de/politik/beitrag/2025/04/berlin-rathaus-mitte-entwurf-haus-der-statistik-architekturwettbewerb.html,rbb24.de,"[UNTRANSLATED] So soll das neue Rathaus für Berlin - Mitte aussehen : Viel Glas , Beton und ein Krone auf dem Dach"
Viel Glas,PERSON,70,79,simple,https://www.rbb24.de/politik/beitrag/2025/04/berlin-rathaus-mitte-entwurf-haus-der-statistik-architekturwettbewerb.html,rbb24.de,"[UNTRANSLATED] So soll das neue Rathaus für Berlin - Mitte aussehen : Viel Glas , Beton und ein Krone auf dem Dach"
Weniger Geld,PERSON,15,27,simple,https://www.epochtimes.de/politik/ausland/weniger-geld-fuer-weltweite-entwicklungshilfe-who-fuerchtet-fatale-auswirkungen-a5105661.html,epochtimes.de,[UNTRANSLATED] Weniger Geld für weltweite Entwicklungshilfe : WHO fürchtet fatale Auswirkungen
Rostocker Iga Park,LOCATION,15,33,simple,https://www.ostsee-zeitung.de/lokales/rostock/rostocker-iga-park-anwohner-koennen-wuensche-fuer-entwicklung-einbringen-355ASCZ2IBEBHLUG2OQHAND3P4.html,ostsee-zeitung.de,[UNTRANSLATED] Rostocker Iga Park : Anwohner können Wünsche für Entwicklung einbringen
Ortsentwicklung Markt Schwaben,PERSON,15,45,simple,https://www.merkur.de/lokales/ebersberg/hallo-falke/entwicklung-markt-schwaben-fokus-kernbereiche-ortsmitte-verkehr-quartiere-natur-wirtschaft-klima-93695570.html,merkur.de,[UNTRANSLATED] Ortsentwicklung Markt Schwaben : Fokus auf sechs Kernbereiche
Warum Anleger,PERSON,36,49,simple,https://de.investing.com/analysis/teuer-und-anfallig-warum-anleger-jetzt-besonders-wachsam-sein-sollten-200497888,de.investing.com,[UNTRANSLATED] Teuer und anfällig : Warum Anleger jetzt besonders wachsam sein sollten
Xinhua,ORGANIZATION,65,71,simple,http://kr.xinhuanet.com/20250425/9827eabc603044e6b91f3817e8ae322b/c.html,kr.xinhuanet.com,[UNTRANSLATED] 중국경제원탁회의  더 강력하고 실질적인 조치 취해 민영경제의 고품질 발전을 촉진할 것 - Xinhua
Toyota,ORGANIZATION,75,81,simple,https://www.borsaitaliana.it/borsa/notizie/radiocor/economia/dettaglio/imprese-urso-approva-accordo-sviluppo-da-94-mln-con-lte-e-toyota-material-handling-nRC_23042025_0925_201946593.html,borsaitaliana.it,[UNTRANSLATED] Imprese : Urso approva Accordo sviluppo da 94 mln con LTE e Toyota Material Handling
Toyota Material Handling,PERSON,75,99,simple,https://www.borsaitaliana.it/borsa/notizie/radiocor/economia/dettaglio/imprese-urso-approva-accordo-sviluppo-da-94-mln-con-lte-e-toyota-material-handling-nRC_23042025_0925_201946593.html,borsaitaliana.it,[UNTRANSLATED] Imprese : Urso approva Accordo sviluppo da 94 mln con LTE e Toyota Material Handling
Roche,ORGANIZATION,15,20,simple,https://www.tio.ch/economia/svizzera/1831911/roche-miliardi-dollari-usa-annunciato,tio.ch,[UNTRANSLATED] Roche investirà 50 miliardi di dollari negli united states 
Giovanni De Sandre,PERSON,23,41,simple,https://www.hwupgrade.it/news/web/addio-a-giovanni-de-sandre-uno-dei-padri-del-primo-personal-computer-programma-101_138040.html,hwupgrade.it,"[UNTRANSLATED] Addio a Giovanni De Sandre , uno dei padri del primo personal computer Programma 101"
Portugal,LOCATION,32,40,simple,https://www.sapo.pt/noticias/economia/africa-lusofona-portugal-e-braco-privado-do_680bb1ce8f447d5b01d3a6f5,sapo.pt,[UNTRANSLATED] frica lusófona : Portugal e braço privado do Banco Mundial criam fundo de cooperao
Banco Mundial,PERSON,60,73,simple,https://www.sapo.pt/noticias/economia/africa-lusofona-portugal-e-braco-privado-do_680bb1ce8f447d5b01d3a6f5,sapo.pt,[UNTRANSLATED] frica lusófona : Portugal e braço privado do Banco Mundial criam fundo de cooperao
Sonae Capital Industrials,PERSON,35,60,simple,https://www.jornaldenegocios.pt/empresas/tecnologias/detalhe/protecao-balistica-da-sonae-capital-industrials-chega-ao-brasil,jornaldenegocios.pt,[UNTRANSLATED] Proteo balística da Sonae Capital Industrials chega ao Brasil
Modon Holding,PERSON,31,44,simple,https://finance.yahoo.com/news/adq-ihc-modon-holding-launch-150159647.html,finance.yahoo.com,"[UNTRANSLATED] ADQ , IHC , and Modon Holding launch infrastructure platform Gridora"
Motilal Oswal Infrastructure,PERSON,15,43,simple,https://www.thehindubusinessline.com/portfolio/mutual-funds/motilal-oswal-infrastructure-nfo-is-this-fund-worth-building-upon/article69493325.ece,thehindubusinessline.com,[UNTRANSLATED] Motilal Oswal Infrastructure NFO : Is This Fund Worth Building Upon ? 
Is This Fund,PERSON,50,62,simple,https://www.thehindubusinessline.com/portfolio/mutual-funds/motilal-oswal-infrastructure-nfo-is-this-fund-worth-building-upon/article69493325.ece,thehindubusinessline.com,[UNTRANSLATED] Motilal Oswal Infrastructure NFO : Is This Fund Worth Building Upon ? 
Worth Building Upon,PERSON,63,82,simple,https://www.thehindubusinessline.com/portfolio/mutual-funds/motilal-oswal-infrastructure-nfo-is-this-fund-worth-building-upon/article69493325.ece,thehindubusinessline.com,[UNTRANSLATED] Motilal Oswal Infrastructure NFO : Is This Fund Worth Building Upon ? 
Larry Fink Says,PERSON,25,40,simple,https://www.fool.com/investing/2025/04/26/blackrocks-larry-fink-says-buy-infrastructure-here/,fool.com,[UNTRANSLATED] BlackRock Larry Fink Says  Buy Infrastructure : Here How to Do That and Collect a 6 % Yield
Buy Infrastructure,PERSON,42,60,simple,https://www.fool.com/investing/2025/04/26/blackrocks-larry-fink-says-buy-infrastructure-here/,fool.com,[UNTRANSLATED] BlackRock Larry Fink Says  Buy Infrastructure : Here How to Do That and Collect a 6 % Yield
Here How,PERSON,63,71,simple,https://www.fool.com/investing/2025/04/26/blackrocks-larry-fink-says-buy-infrastructure-here/,fool.com,[UNTRANSLATED] BlackRock Larry Fink Says  Buy Infrastructure : Here How to Do That and Collect a 6 % Yield
Do That,PERSON,75,82,simple,https://www.fool.com/investing/2025/04/26/blackrocks-larry-fink-says-buy-infrastructure-here/,fool.com,[UNTRANSLATED] BlackRock Larry Fink Says  Buy Infrastructure : Here How to Do That and Collect a 6 % Yield
West Virginia Guard,PERSON,15,34,simple,https://www.army.mil/article/284834/west_virginia_guard_hosts_workshop_to_address_potential_infrastructure_threats,army.mil,[UNTRANSLATED] West Virginia Guard Hosts Workshop to Address Potential Infrastructure Threats
Hosts Workshop,PERSON,35,49,simple,https://www.army.mil/article/284834/west_virginia_guard_hosts_workshop_to_address_potential_infrastructure_threats,army.mil,[UNTRANSLATED] West Virginia Guard Hosts Workshop to Address Potential Infrastructure Threats
Address Potential Infrastructure,PERSON,53,85,simple,https://www.army.mil/article/284834/west_virginia_guard_hosts_workshop_to_address_potential_infrastructure_threats,army.mil,[UNTRANSLATED] West Virginia Guard Hosts Workshop to Address Potential Infrastructure Threats
Colombia Data Center,ORGANIZATION,15,35,simple,https://www.globenewswire.com/news-release/2025/04/22/3065268/28124/en/Colombia-Data-Center-Market-Investment-Analysis-Report-2025-2030-Bogota-Emerges-as-a-Central-Hub-with-23-Tier-III-Colocation-Facilities.html,globenewswire.com,[UNTRANSLATED] Colombia Data Center Market Investment Analysis Report
Colombia,LOCATION,15,23,simple,https://www.globenewswire.com/news-release/2025/04/22/3065268/28124/en/Colombia-Data-Center-Market-Investment-Analysis-Report-2025-2030-Bogota-Emerges-as-a-Central-Hub-with-23-Tier-III-Colocation-Facilities.html,globenewswire.com,[UNTRANSLATED] Colombia Data Center Market Investment Analysis Report
Market Investment Analysis,PERSON,36,62,simple,https://www.globenewswire.com/news-release/2025/04/22/3065268/28124/en/Colombia-Data-Center-Market-Investment-Analysis-Report-2025-2030-Bogota-Emerges-as-a-Central-Hub-with-23-Tier-III-Colocation-Facilities.html,globenewswire.com,[UNTRANSLATED] Colombia Data Center Market Investment Analysis Report
Dedicated Servers,PERSON,50,67,simple,https://www.globenewswire.com/news-release/2025/04/22/3065125/0/en/HostColor-Expands-its-AI-Ready-AMD-Dedicated-Servers.html,globenewswire.com,[UNTRANSLATED] HostColor Expands its AI Ready AMD Dedicated Servers
Portland,LOCATION,15,23,simple,https://katu.com/news/local/portland-faces-1-billion-infrastructure-funding-gap-audit-reveals,katu.com,"[UNTRANSLATED] Portland faces $1 billion infrastructure funding gap , audit reveals"
Data Centre,ORGANIZATION,25,36,simple,https://www.thisdaylive.com/index.php/2025/04/24/adumike-data-centre-operations-key-to-africas-digital-transformation/,thisdaylive.com,[UNTRANSLATED] Adumike : Data Centre Operations Key to Africa Digital Transformation – THISDAYLIVE
Africa Digital Transformation,PERSON,55,84,simple,https://www.thisdaylive.com/index.php/2025/04/24/adumike-data-centre-operations-key-to-africas-digital-transformation/,thisdaylive.com,[UNTRANSLATED] Adumike : Data Centre Operations Key to Africa Digital Transformation – THISDAYLIVE
FBI,ORGANIZATION,136,139,simple,https://www.zonebourse.com/cours/cryptomonnaie/BITCOIN-BTC-USD-45553945/actualite/Les-plaintes-concernant-les-attaques-par-ransomware-contre-les-infrastructures-americaines-ont-augm-49690247/,zonebourse.com,"[UNTRANSLATED] Les plaintes concernant les attaques par ransomware contre les infrastructures américaines ont augmenté de 9 %, selon le FBI"
Xinhua,ORGANIZATION,120,126,simple,http://french.xinhuanet.com/20250422/f7e21b187c28462b905da3e5ee83cdd8/c.html,french.xinhuanet.com,[UNTRANSLATED] Le Kremlin ne prévoit pas de discussions concrètes sur la proposition de cessez - le - feu de lUkraine - Xinhua
Kremlin,ORGANIZATION,18,25,simple,http://french.xinhuanet.com/20250422/f7e21b187c28462b905da3e5ee83cdd8/c.html,french.xinhuanet.com,[UNTRANSLATED] Le Kremlin ne prévoit pas de discussions concrètes sur la proposition de cessez - le - feu de lUkraine - Xinhua
Ukraine,LOCATION,110,117,simple,http://french.xinhuanet.com/20250422/f7e21b187c28462b905da3e5ee83cdd8/c.html,french.xinhuanet.com,[UNTRANSLATED] Le Kremlin ne prévoit pas de discussions concrètes sur la proposition de cessez - le - feu de lUkraine - Xinhua
Le Kremlin,PERSON,15,25,simple,http://french.xinhuanet.com/20250422/f7e21b187c28462b905da3e5ee83cdd8/c.html,french.xinhuanet.com,[UNTRANSLATED] Le Kremlin ne prévoit pas de discussions concrètes sur la proposition de cessez - le - feu de lUkraine - Xinhua
Tren Maya,PERSON,15,24,simple,https://www.sdpnoticias.com/mexico/tren-maya-obras-para-servicio-de-carga-ya-tienen-fecha-de-finalizacion/,sdpnoticias.com,[UNTRANSLATED] Tren Maya : obras para servicio de carga ya tienen fecha de finalización
Ingeniero Jorge Lazarte,PERSON,15,38,simple,https://larepublica.pe/economia/2025/04/25/ingeniero-jorge-lazarte-resalta-el-rol-de-la-infraestructura-vial-en-el-desarrollo-economico-del-peru-es-imprescindible-atmp-1715175,larepublica.pe,[UNTRANSLATED] Ingeniero Jorge Lazarte resalta el rol de la infraestructura vial en el desarrollo económico del Perú :  Es imprescindible  
Ingeniero Jorge Lazarte,PERSON,15,38,simple,https://larepublica.pe:443/economia/2025/04/25/ingeniero-jorge-lazarte-resalta-el-rol-de-la-infraestructura-vial-en-el-desarrollo-economico-del-peru-es-imprescindible-atmp-1715175,larepublica.pe,[UNTRANSLATED] Ingeniero Jorge Lazarte resalta el rol de la infraestructura vial en el desarrollo económico del Perú :  Es imprescindible  
Jet Set,PERSON,78,85,simple,https://www.diariolibre.com/politica/congreso-nacional/2025/04/22/proponen-ley-para-fiscalizar-infraestructuras-tras-tragedia-en-jet-set/3083061,diariolibre.com,[UNTRANSLATED] Proponen ley para fiscalizar infraestructuras tras tragedia en Jet Set
