text,type,start,end,method,article_url,article_domain,context
Iran,LOCATION,23,27,simple,https://www.diepresse.com/19621460/usa-und-iran-setzen-atomverhandlungen-fort,diepresse.com,[UNTRANSLATED] USA und Iran setzen Atomverhandlungen fort
Hamburg,LOCATION,45,52,simple,https://www.mopo.de/hamburg/politik/verhandlungen-abgeschlossen-hamburg-hat-ne-koalition/,mopo.de,[UNTRANSLATED] Verhandlungen abgeschlossen : Hamburg hat  ne neue alte Koalition
Wall Street Journal,ORGANIZATION,15,34,simple,https://argumenti.ru/politics/2025/04/948240,argumenti.ru,[UNTRANSLATED] Wall Street Journal назвала основную точку преткновения на переговорах США и Ирана
Wall Street,LOCATION,15,26,simple,https://argumenti.ru/politics/2025/04/948240,argumenti.ru,[UNTRANSLATED] Wall Street Journal назвала основную точку преткновения на переговорах США и Ирана
Iran,LOCATION,58,62,simple,https://www.tio.ch/dal-mondo/cronaca/1833250/le-richieste-di-israele-agli-americani-sull-iran,tio.ch,[UNTRANSLATED] Le richieste di Israele agli americani sullIran
Israel,LOCATION,31,37,simple,https://www.tio.ch/dal-mondo/cronaca/1833250/le-richieste-di-israele-agli-americani-sull-iran,tio.ch,[UNTRANSLATED] Le richieste di Israele agli americani sullIran
Russia,LOCATION,22,28,simple,https://www.notizie.it/guerra-russia-ucraina-trattative-mossa-putin/,notizie.it,"[UNTRANSLATED] Guerra Russia - Ucraina , svolta nelle trattative ? La mossa di Putin"
Guerra Russia,PERSON,15,28,simple,https://www.notizie.it/guerra-russia-ucraina-trattative-mossa-putin/,notizie.it,"[UNTRANSLATED] Guerra Russia - Ucraina , svolta nelle trattative ? La mossa di Putin"
La Casa Bianca,PERSON,47,61,simple,https://www.ilgiornale.it/news/politica-estera/tensione-trump-e-zelensky-casa-bianca-pazienza-si-sta-2470058.html,ilgiornale.it,[UNTRANSLATED] Tensione tra Trump e Zelensky . La Casa Bianca :  La pazienza si sta esaurendo  
Milan,LOCATION,18,23,simple,https://www.tuttonapoli.net/calciomercato-napoli/da-milano-osimhen-dovra-partire-un-club-ha-gia-avviato-le-trattative-608706,tuttonapoli.net,[UNTRANSLATED] Da Milano - Osimhen dovrà partire : un club ha già avviato le trattative
Da Milano,PERSON,15,24,simple,https://www.tuttonapoli.net/calciomercato-napoli/da-milano-osimhen-dovra-partire-un-club-ha-gia-avviato-le-trattative-608706,tuttonapoli.net,[UNTRANSLATED] Da Milano - Osimhen dovrà partire : un club ha già avviato le trattative
Hugo Motta,PERSON,72,82,simple,https://noticias.uol.com.br/colunas/natalia-portinari/2025/04/27/empresa-de-alvo-da-pf-ganha-contrato-na-prefeitura-do-pai-de-hugo-motta.htm,noticias.uol.com.br,[UNTRANSLATED] Empresa de alvo da PF ganha contrato na cidade do pai de Hugo Motta
